Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	kmer_content
M-25-0793_F56Sr3_SU0031-SU0031_L002_R1_001	M-25-0793_F56Sr3_SU0031-SU0031_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	880215.0	0.0	257.0	71.0	8.292746658486847	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0793_F56Sr3_SU0031-SU0031_L002_R2_001	M-25-0793_F56Sr3_SU0031-SU0031_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	880215.0	0.0	257.0	70.0	9.108910891089108	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0794_F57Dr1_SU0043-SU0043_L002_R1_001	M-25-0794_F57Dr1_SU0043-SU0043_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1000962.0	0.0	257.0	65.0	7.067301256191544	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0794_F57Dr1_SU0043-SU0043_L002_R2_001	M-25-0794_F57Dr1_SU0043-SU0043_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1000962.0	0.0	257.0	64.0	8.935204333431239	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0795_F57Sr3_SU0055-SU0055_L002_R1_001	M-25-0795_F57Sr3_SU0055-SU0055_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	628065.0	0.0	257.0	58.0	6.470667844888665	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0795_F57Sr3_SU0055-SU0055_L002_R2_001	M-25-0795_F57Sr3_SU0055-SU0055_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	628065.0	0.0	257.0	57.0	9.656643818713032	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0796_F58Dr1_SU0563-SU0563_L002_R1_001	M-25-0796_F58Dr1_SU0563-SU0563_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	165095.0	0.0	257.0	75.0	13.259032678155002	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0796_F58Dr1_SU0563-SU0563_L002_R2_001	M-25-0796_F58Dr1_SU0563-SU0563_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	165095.0	0.0	257.0	73.0	13.423180592991915	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0797_F58Sr3_SU0575-SU0575_L002_R1_001	M-25-0797_F58Sr3_SU0575-SU0575_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	923955.0	0.0	257.0	57.0	6.308424111563875	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0797_F58Sr3_SU0575-SU0575_L002_R2_001	M-25-0797_F58Sr3_SU0575-SU0575_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	923955.0	0.0	257.0	55.0	8.528229188650963	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0798_F59Dr2_SU0067-SU0067_L002_R1_001	M-25-0798_F59Dr2_SU0067-SU0067_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	444012.0	0.0	257.0	68.0	8.487608443015054	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0798_F59Dr2_SU0067-SU0067_L002_R2_001	M-25-0798_F59Dr2_SU0067-SU0067_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	444012.0	0.0	257.0	68.0	10.568408061043396	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0799_F59PRr1_SU0079-SU0079_L002_R1_001	M-25-0799_F59PRr1_SU0079-SU0079_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	593529.0	0.0	257.0	66.0	8.454515280634983	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0799_F59PRr1_SU0079-SU0079_L002_R2_001	M-25-0799_F59PRr1_SU0079-SU0079_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	593529.0	0.0	257.0	64.0	10.373376869537967	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0800_F59Sr3_SU0091-SU0091_L002_R1_001	M-25-0800_F59Sr3_SU0091-SU0091_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	480187.0	0.0	257.0	71.0	8.979418434901403	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0800_F59Sr3_SU0091-SU0091_L002_R2_001	M-25-0800_F59Sr3_SU0091-SU0091_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	480187.0	0.0	257.0	69.0	9.953830486872823	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0801_F60PRr1_SU0008-SU0008_L002_R1_001	M-25-0801_F60PRr1_SU0008-SU0008_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	901975.0	0.0	257.0	65.0	9.38130214252058	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0801_F60PRr1_SU0008-SU0008_L002_R2_001	M-25-0801_F60PRr1_SU0008-SU0008_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	901975.0	0.0	257.0	63.0	10.9559577593614	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0802_F60PRr2_SU0020-SU0020_L002_R1_001	M-25-0802_F60PRr2_SU0020-SU0020_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	796328.0	0.0	257.0	65.0	7.331652283983484	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0802_F60PRr2_SU0020-SU0020_L002_R2_001	M-25-0802_F60PRr2_SU0020-SU0020_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	796328.0	0.0	257.0	62.0	9.986588440943933	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0803_F60Sr3_SU0032-SU0032_L002_R1_001	M-25-0803_F60Sr3_SU0032-SU0032_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	967827.0	0.0	257.0	65.0	9.132830557527328	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0803_F60Sr3_SU0032-SU0032_L002_R2_001	M-25-0803_F60Sr3_SU0032-SU0032_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	967827.0	0.0	257.0	63.0	11.86550795972314	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0804_T1Dr1_SU0564-SU0564_L002_R1_001	M-25-0804_T1Dr1_SU0564-SU0564_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4789.0	0.0	257.0	57.0	25.830027145541866	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0804_T1Dr1_SU0564-SU0564_L002_R2_001	M-25-0804_T1Dr1_SU0564-SU0564_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4789.0	0.0	257.0	55.0	26.268532052620593	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0805_1Dr3_SU0289-SU0289_L002_R1_001	M-25-0805_1Dr3_SU0289-SU0289_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	212259.0	0.0	257.0	75.0	14.836120023179229	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	warn	fail	warn
M-25-0805_1Dr3_SU0289-SU0289_L002_R2_001	M-25-0805_1Dr3_SU0289-SU0289_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	212259.0	0.0	257.0	72.0	14.927988919197773	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0806_1Sr2_SU0301-SU0301_L002_R1_001	M-25-0806_1Sr2_SU0301-SU0301_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	550185.0	0.0	257.0	61.0	9.505529958105	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0806_1Sr2_SU0301-SU0301_L002_R2_001	M-25-0806_1Sr2_SU0301-SU0301_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	550185.0	0.0	257.0	59.0	10.42467533647773	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0807_2Dr2_SU0313-SU0313_L002_R1_001	M-25-0807_2Dr2_SU0313-SU0313_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	394922.0	0.0	257.0	62.0	12.005915092094135	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0807_2Dr2_SU0313-SU0313_L002_R2_001	M-25-0807_2Dr2_SU0313-SU0313_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	394922.0	0.0	257.0	60.0	12.443216635183656	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0808_2Sr1_SU0325-SU0325_L002_R1_001	M-25-0808_2Sr1_SU0325-SU0325_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	326757.0	0.0	257.0	61.0	12.236004125389815	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0808_2Sr1_SU0325-SU0325_L002_R2_001	M-25-0808_2Sr1_SU0325-SU0325_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	326757.0	0.0	257.0	59.0	12.737906150442072	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0809_2PRr1_SU0337-SU0337_L002_R1_001	M-25-0809_2PRr1_SU0337-SU0337_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	194411.0	0.0	257.0	58.0	12.35681108579247	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0809_2PRr1_SU0337-SU0337_L002_R2_001	M-25-0809_2PRr1_SU0337-SU0337_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	194411.0	0.0	257.0	56.0	14.880845219663497	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0810_3Dr3_SU0349-SU0349_L002_R1_001	M-25-0810_3Dr3_SU0349-SU0349_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	664877.0	0.0	257.0	65.0	10.338754386149619	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	warn
M-25-0810_3Dr3_SU0349-SU0349_L002_R2_001	M-25-0810_3Dr3_SU0349-SU0349_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	664877.0	0.0	257.0	63.0	10.794778583106348	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0811_3Sr1_SU0303-SU0303_L002_R1_001	M-25-0811_3Sr1_SU0303-SU0303_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	939149.0	0.0	257.0	64.0	9.260617857230322	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	warn
M-25-0811_3Sr1_SU0303-SU0303_L002_R2_001	M-25-0811_3Sr1_SU0303-SU0303_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	939149.0	0.0	257.0	63.0	9.967321479339274	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0812_3PRr2_SU0373-SU0373_L002_R1_001	M-25-0812_3PRr2_SU0373-SU0373_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	766067.0	0.0	257.0	75.0	9.611039243303784	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0812_3PRr2_SU0373-SU0373_L002_R2_001	M-25-0812_3PRr2_SU0373-SU0373_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	766067.0	0.0	257.0	73.0	10.322726341168591	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0813_4Dr1_SU0290-SU0290_L002_R1_001	M-25-0813_4Dr1_SU0290-SU0290_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	431580.0	0.0	257.0	67.0	13.627600908290468	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0813_4Dr1_SU0290-SU0290_L002_R2_001	M-25-0813_4Dr1_SU0290-SU0290_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	431580.0	0.0	257.0	64.0	15.012048751100608	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0814_5Dr2_SU0302-SU0302_L002_R1_001	M-25-0814_5Dr2_SU0302-SU0302_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	358331.0	0.0	257.0	61.0	11.570586971264	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0814_5Dr2_SU0302-SU0302_L002_R2_001	M-25-0814_5Dr2_SU0302-SU0302_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	358331.0	0.0	257.0	60.0	12.643059071082325	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0815_5Sr2_SU0314-SU0314_L002_R1_001	M-25-0815_5Sr2_SU0314-SU0314_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	464060.0	0.0	257.0	69.0	10.772098435547127	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0815_5Sr2_SU0314-SU0314_L002_R2_001	M-25-0815_5Sr2_SU0314-SU0314_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	464060.0	0.0	257.0	66.0	12.916217730465887	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0816_6Dr3_SU0326-SU0326_L002_R1_001	M-25-0816_6Dr3_SU0326-SU0326_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	273996.0	0.0	257.0	62.0	13.307493540051679	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0816_6Dr3_SU0326-SU0326_L002_R2_001	M-25-0816_6Dr3_SU0326-SU0326_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	273996.0	0.0	257.0	60.0	13.525379932553761	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0817_6Sr1_SU0338-SU0338_L002_R1_001	M-25-0817_6Sr1_SU0338-SU0338_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	454588.0	0.0	257.0	61.0	10.587169040977765	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0817_6Sr1_SU0338-SU0338_L002_R2_001	M-25-0817_6Sr1_SU0338-SU0338_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	454588.0	0.0	257.0	58.0	12.492190730947584	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0818_6PRr1_SU0315-SU0315_L002_R1_001	M-25-0818_6PRr1_SU0315-SU0315_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	202917.0	0.0	257.0	59.0	11.784621298363371	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0818_6PRr1_SU0315-SU0315_L002_R2_001	M-25-0818_6PRr1_SU0315-SU0315_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	202917.0	0.0	257.0	57.0	12.790451268252538	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0819_7Dr1_SU0362-SU0362_L002_R1_001	M-25-0819_7Dr1_SU0362-SU0362_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	516520.0	0.0	257.0	61.0	10.490978084101293	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0819_7Dr1_SU0362-SU0362_L002_R2_001	M-25-0819_7Dr1_SU0362-SU0362_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	516520.0	0.0	257.0	59.0	12.861457445984668	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0821_7PRr2_SU0291-SU0291_L002_R1_001	M-25-0821_7PRr2_SU0291-SU0291_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	227835.0	0.0	257.0	62.0	13.03662738385235	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0821_7PRr2_SU0291-SU0291_L002_R2_001	M-25-0821_7PRr2_SU0291-SU0291_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	227835.0	0.0	257.0	60.0	13.78629271183093	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0822_8Sr2_SU0327-SU0327_L002_R1_001	M-25-0822_8Sr2_SU0327-SU0327_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	563792.0	0.0	257.0	60.0	10.059206232085591	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0822_8Sr2_SU0327-SU0327_L002_R2_001	M-25-0822_8Sr2_SU0327-SU0327_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	563792.0	0.0	257.0	57.0	11.294945653716264	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0823_8PRr1_SU0339-SU0339_L002_R1_001	M-25-0823_8PRr1_SU0339-SU0339_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	257856.0	0.0	257.0	63.0	14.230810995284191	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0823_8PRr1_SU0339-SU0339_L002_R2_001	M-25-0823_8PRr1_SU0339-SU0339_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	257856.0	0.0	257.0	61.0	14.261060436832961	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0824_8PRr2_SU0351-SU0351_L002_R1_001	M-25-0824_8PRr2_SU0351-SU0351_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	641342.0	0.0	257.0	59.0	8.76802080637164	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0824_8PRr2_SU0351-SU0351_L002_R2_001	M-25-0824_8PRr2_SU0351-SU0351_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	641342.0	0.0	257.0	57.0	11.273080509307047	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0825_11PRr1_SU0363-SU0363_L002_R1_001	M-25-0825_11PRr1_SU0363-SU0363_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	197871.0	0.0	257.0	61.0	12.962485659849094	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0825_11PRr1_SU0363-SU0363_L002_R2_001	M-25-0825_11PRr1_SU0363-SU0363_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	197871.0	0.0	257.0	59.0	13.716006893380031	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0826_12Sr2_SU0304-SU0304_L002_R1_001	M-25-0826_12Sr2_SU0304-SU0304_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	600731.0	0.0	257.0	61.0	8.627155915043506	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0826_12Sr2_SU0304-SU0304_L002_R2_001	M-25-0826_12Sr2_SU0304-SU0304_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	600731.0	0.0	257.0	60.0	10.15662584417984	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0827_14Dr2_SU0292-SU0292_L002_R1_001	M-25-0827_14Dr2_SU0292-SU0292_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	746632.0	0.0	257.0	63.0	10.853807498205274	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0827_14Dr2_SU0292-SU0292_L002_R2_001	M-25-0827_14Dr2_SU0292-SU0292_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	746632.0	0.0	257.0	61.0	12.931671827620569	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0828_16PRr1_SU0316-SU0316_L002_R1_001	M-25-0828_16PRr1_SU0316-SU0316_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	208627.0	0.0	257.0	62.0	12.042065504464906	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0828_16PRr1_SU0316-SU0316_L002_R2_001	M-25-0828_16PRr1_SU0316-SU0316_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	208627.0	0.0	257.0	60.0	13.066381628456528	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0829_17Dr2_SU0328-SU0328_L002_R1_001	M-25-0829_17Dr2_SU0328-SU0328_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	596716.0	0.0	257.0	58.0	9.484076176941795	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0829_17Dr2_SU0328-SU0328_L002_R2_001	M-25-0829_17Dr2_SU0328-SU0328_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	596716.0	0.0	257.0	56.0	11.471788924714604	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0830_17Sr1_SU0340-SU0340_L002_R1_001	M-25-0830_17Sr1_SU0340-SU0340_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	359887.0	0.0	257.0	61.0	10.115397333051764	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0830_17Sr1_SU0340-SU0340_L002_R2_001	M-25-0830_17Sr1_SU0340-SU0340_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	359887.0	0.0	257.0	59.0	11.78258731212853	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0831_17Sr2_SU0352-SU0352_L002_R1_001	M-25-0831_17Sr2_SU0352-SU0352_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	722421.0	0.0	257.0	57.0	8.10981408347764	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0831_17Sr2_SU0352-SU0352_L002_R2_001	M-25-0831_17Sr2_SU0352-SU0352_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	722421.0	0.0	257.0	55.0	10.523642031447038	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0832_17Sr3_SU0364-SU0364_L002_R1_001	M-25-0832_17Sr3_SU0364-SU0364_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	728253.0	0.0	257.0	58.0	8.60758555062595	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0832_17Sr3_SU0364-SU0364_L002_R2_001	M-25-0832_17Sr3_SU0364-SU0364_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	728253.0	0.0	257.0	56.0	9.506448995060783	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0833_17PRr3_SU0377-SU0377_L002_R1_001	M-25-0833_17PRr3_SU0377-SU0377_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	693076.0	0.0	257.0	68.0	10.526406916413206	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0833_17PRr3_SU0377-SU0377_L002_R2_001	M-25-0833_17PRr3_SU0377-SU0377_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	693076.0	0.0	257.0	66.0	11.978195753423867	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0834_18Dr2_SU0293-SU0293_L002_R1_001	M-25-0834_18Dr2_SU0293-SU0293_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1048537.0	0.0	257.0	67.0	13.230509335243312	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0834_18Dr2_SU0293-SU0293_L002_R2_001	M-25-0834_18Dr2_SU0293-SU0293_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1048537.0	0.0	257.0	65.0	13.46342028452884	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0835_21Sr3_SU0305-SU0305_L002_R1_001	M-25-0835_21Sr3_SU0305-SU0305_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	457502.0	0.0	257.0	59.0	9.706842811616125	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0835_21Sr3_SU0305-SU0305_L002_R2_001	M-25-0835_21Sr3_SU0305-SU0305_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	457502.0	0.0	257.0	57.0	11.849565684958755	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0836_22Dr3_SU0317-SU0317_L002_R1_001	M-25-0836_22Dr3_SU0317-SU0317_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	498641.0	0.0	257.0	58.0	9.503029233456536	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0836_22Dr3_SU0317-SU0317_L002_R2_001	M-25-0836_22Dr3_SU0317-SU0317_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	498641.0	0.0	257.0	56.0	11.039806193233208	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0837_23Dr3_SU0329-SU0329_L002_R1_001	M-25-0837_23Dr3_SU0329-SU0329_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	545646.0	0.0	257.0	62.0	10.52165689842865	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
