Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	kmer_content
M-25-0837_23Dr3_SU0329-SU0329_L002_R2_001	M-25-0837_23Dr3_SU0329-SU0329_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	545646.0	0.0	257.0	60.0	11.62621919706183	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0838_23Sr3_SU0341-SU0341_L002_R1_001	M-25-0838_23Sr3_SU0341-SU0341_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	664050.0	0.0	257.0	58.0	8.681274000451774	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0838_23Sr3_SU0341-SU0341_L002_R2_001	M-25-0838_23Sr3_SU0341-SU0341_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	664050.0	0.0	257.0	57.0	10.093366463368723	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0839_23PRr1_SU0353-SU0353_L002_R1_001	M-25-0839_23PRr1_SU0353-SU0353_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	395785.0	0.0	257.0	58.0	8.657478176282577	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0839_23PRr1_SU0353-SU0353_L002_R2_001	M-25-0839_23PRr1_SU0353-SU0353_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	395785.0	0.0	257.0	57.0	10.73739530300542	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0840_24Sr2_SU0365-SU0365_L002_R1_001	M-25-0840_24Sr2_SU0365-SU0365_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	409004.0	0.0	257.0	57.0	7.829018787102326	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0840_24Sr2_SU0365-SU0365_L002_R2_001	M-25-0840_24Sr2_SU0365-SU0365_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	409004.0	0.0	257.0	56.0	10.085231440279314	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0841_26Sr1_SU0294-SU0294_L002_R1_001	M-25-0841_26Sr1_SU0294-SU0294_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	791745.0	0.0	257.0	59.0	8.79980296686433	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0841_26Sr1_SU0294-SU0294_L002_R2_001	M-25-0841_26Sr1_SU0294-SU0294_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	791745.0	0.0	257.0	58.0	10.56804905619865	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0842_27Dr2_SU0306-SU0306_L002_R1_001	M-25-0842_27Dr2_SU0306-SU0306_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	823047.0	0.0	257.0	59.0	8.346667930264006	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0842_27Dr2_SU0306-SU0306_L002_R2_001	M-25-0842_27Dr2_SU0306-SU0306_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	823047.0	0.0	257.0	57.0	9.659837166042767	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0843_28Sr1_SU0318-SU0318_L002_R1_001	M-25-0843_28Sr1_SU0318-SU0318_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	453754.0	0.0	257.0	60.0	10.202885263821365	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0843_28Sr1_SU0318-SU0318_L002_R2_001	M-25-0843_28Sr1_SU0318-SU0318_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	453754.0	0.0	257.0	57.0	11.220837722642665	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0844_28PRr1_SU0330-SU0330_L002_R1_001	M-25-0844_28PRr1_SU0330-SU0330_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	560955.0	0.0	257.0	58.0	9.383818666381439	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0844_28PRr1_SU0330-SU0330_L002_R2_001	M-25-0844_28PRr1_SU0330-SU0330_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	560955.0	0.0	257.0	56.0	11.226390708702125	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0845_30Sr2_SU0342-SU0342_L002_R1_001	M-25-0845_30Sr2_SU0342-SU0342_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	801490.0	0.0	257.0	60.0	9.575790090955595	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0845_30Sr2_SU0342-SU0342_L002_R2_001	M-25-0845_30Sr2_SU0342-SU0342_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	801490.0	0.0	257.0	58.0	10.712173576713372	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0846_31Sr3_SU0354-SU0354_L002_R1_001	M-25-0846_31Sr3_SU0354-SU0354_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	555776.0	0.0	257.0	60.0	9.963006678949792	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0846_31Sr3_SU0354-SU0354_L002_R2_001	M-25-0846_31Sr3_SU0354-SU0354_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	555776.0	0.0	257.0	58.0	11.070827095808383	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0847_32Dr3_SU0366-SU0366_L002_R1_001	M-25-0847_32Dr3_SU0366-SU0366_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	585.0	0.0	257.0	58.0	42.9059829059829	257.0	257	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0847_32Dr3_SU0366-SU0366_L002_R2_001	M-25-0847_32Dr3_SU0366-SU0366_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	585.0	0.0	257.0	57.0	47.008547008547005	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0848_33Dr3_SU0378-SU0378_L002_R1_001	M-25-0848_33Dr3_SU0378-SU0378_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	712231.0	0.0	257.0	57.0	7.963146788050506	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0848_33Dr3_SU0378-SU0378_L002_R2_001	M-25-0848_33Dr3_SU0378-SU0378_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	712231.0	0.0	257.0	55.0	9.435421934737466	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0849_35PRr3_SU0295-SU0295_L002_R1_001	M-25-0849_35PRr3_SU0295-SU0295_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	268371.0	0.0	257.0	64.0	12.365344988840075	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0849_35PRr3_SU0295-SU0295_L002_R2_001	M-25-0849_35PRr3_SU0295-SU0295_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	268371.0	0.0	257.0	62.0	12.77708843354908	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0850_36Sr2_SU0307-SU0307_L002_R1_001	M-25-0850_36Sr2_SU0307-SU0307_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	549243.0	0.0	257.0	61.0	10.160530038616788	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0850_36Sr2_SU0307-SU0307_L002_R2_001	M-25-0850_36Sr2_SU0307-SU0307_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	549243.0	0.0	257.0	59.0	12.201338933768842	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0851_38PRr3_SU0319-SU0319_L002_R1_001	M-25-0851_38PRr3_SU0319-SU0319_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	189353.0	0.0	257.0	59.0	11.805991983227095	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0851_38PRr3_SU0319-SU0319_L002_R2_001	M-25-0851_38PRr3_SU0319-SU0319_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	189353.0	0.0	257.0	57.0	12.824724192381426	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0852_39Dr3_SU0331-SU0331_L002_R1_001	M-25-0852_39Dr3_SU0331-SU0331_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	573522.0	0.0	257.0	59.0	9.225975638249274	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0852_39Dr3_SU0331-SU0331_L002_R2_001	M-25-0852_39Dr3_SU0331-SU0331_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	573522.0	0.0	257.0	57.0	11.167662269276505	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0853_39PRr2_SU0343-SU0343_L002_R1_001	M-25-0853_39PRr2_SU0343-SU0343_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	426853.0	0.0	257.0	66.0	11.024872731361851	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0853_39PRr2_SU0343-SU0343_L002_R2_001	M-25-0853_39PRr2_SU0343-SU0343_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	426853.0	0.0	257.0	63.0	12.473849311121159	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0854_41Dr1_SU0367-SU0367_L002_R1_001	M-25-0854_41Dr1_SU0367-SU0367_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	369301.0	0.0	257.0	69.0	11.731893496091264	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0854_41Dr1_SU0367-SU0367_L002_R2_001	M-25-0854_41Dr1_SU0367-SU0367_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	369301.0	0.0	257.0	65.0	13.228233879680804	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0855_42Sr3_SU0308-SU0308_L002_R1_001	M-25-0855_42Sr3_SU0308-SU0308_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	575795.0	0.0	257.0	63.0	10.191995415034864	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0855_42Sr3_SU0308-SU0308_L002_R2_001	M-25-0855_42Sr3_SU0308-SU0308_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	575795.0	0.0	257.0	61.0	11.02145728948671	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0856_48PRr3_SU0320-SU0320_L002_R1_001	M-25-0856_48PRr3_SU0320-SU0320_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60.0	0.0	257.0	61.0	76.66666666666667	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	pass	fail	fail	fail
M-25-0856_48PRr3_SU0320-SU0320_L002_R2_001	M-25-0856_48PRr3_SU0320-SU0320_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60.0	0.0	257.0	59.0	76.66666666666667	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	pass	fail	fail	fail
M-25-0857_50Sr2_SU0332-SU0332_L002_R1_001	M-25-0857_50Sr2_SU0332-SU0332_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	800177.0	0.0	257.0	61.0	9.904933533455724	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0857_50Sr2_SU0332-SU0332_L002_R2_001	M-25-0857_50Sr2_SU0332-SU0332_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	800177.0	0.0	257.0	59.0	11.173152939912043	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0858_53Sr3_SU0368-SU0368_L002_R1_001	M-25-0858_53Sr3_SU0368-SU0368_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1505983.0	0.0	257.0	74.0	8.757456726407746	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0858_53Sr3_SU0368-SU0368_L002_R2_001	M-25-0858_53Sr3_SU0368-SU0368_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1505983.0	0.0	257.0	72.0	9.471153513333434	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0859_53PRr1_SU0297-SU0297_L002_R1_001	M-25-0859_53PRr1_SU0297-SU0297_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	410791.0	0.0	257.0	60.0	10.613669724993976	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0859_53PRr1_SU0297-SU0297_L002_R2_001	M-25-0859_53PRr1_SU0297-SU0297_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	410791.0	0.0	257.0	59.0	12.232497790847415	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0860_55Sr1_SU0309-SU0309_L002_R1_001	M-25-0860_55Sr1_SU0309-SU0309_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	168333.0	0.0	257.0	56.0	6.51506240606417	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0860_55Sr1_SU0309-SU0309_L002_R2_001	M-25-0860_55Sr1_SU0309-SU0309_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	168333.0	0.0	257.0	55.0	9.677840946219696	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0861_61Sr2_SU0357-SU0357_L002_R1_001	M-25-0861_61Sr2_SU0357-SU0357_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	415925.0	0.0	257.0	68.0	11.45494981066298	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0861_61Sr2_SU0357-SU0357_L002_R2_001	M-25-0861_61Sr2_SU0357-SU0357_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	415925.0	0.0	257.0	66.0	12.817695497986417	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	warn
M-25-0862_T2Dr2_SU0381-SU0381_L002_R1_001	M-25-0862_T2Dr2_SU0381-SU0381_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	300464.0	0.0	257.0	66.0	14.299217210714096	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0862_T2Dr2_SU0381-SU0381_L002_R2_001	M-25-0862_T2Dr2_SU0381-SU0381_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	300464.0	0.0	257.0	64.0	14.614063581660366	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	warn
M-25-0863_T2PRr1_SU0298-SU0298_L002_R1_001	M-25-0863_T2PRr1_SU0298-SU0298_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116425.0	0.0	257.0	64.0	15.328322954691862	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0863_T2PRr1_SU0298-SU0298_L002_R2_001	M-25-0863_T2PRr1_SU0298-SU0298_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116425.0	0.0	257.0	62.0	16.493880180373633	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0864_T3Dr2_SU0310-SU0310_L002_R1_001	M-25-0864_T3Dr2_SU0310-SU0310_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	432475.0	0.0	257.0	73.0	11.91467714896815	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0864_T3Dr2_SU0310-SU0310_L002_R2_001	M-25-0864_T3Dr2_SU0310-SU0310_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	432475.0	0.0	257.0	71.0	12.01086768021273	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0865_T5Sr3_SU0334-SU0334_L002_R1_001	M-25-0865_T5Sr3_SU0334-SU0334_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	810967.0	0.0	257.0	62.0	8.586662589229894	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0865_T5Sr3_SU0334-SU0334_L002_R2_001	M-25-0865_T5Sr3_SU0334-SU0334_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	810967.0	0.0	257.0	59.0	10.058732352857762	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0866_T6PRr2_SU0358-SU0358_L002_R1_001	M-25-0866_T6PRr2_SU0358-SU0358_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	266232.0	0.0	257.0	66.0	12.50976591844707	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0866_T6PRr2_SU0358-SU0358_L002_R2_001	M-25-0866_T6PRr2_SU0358-SU0358_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	266232.0	0.0	257.0	64.0	13.559226539258992	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0867_T7PRr2_SU0382-SU0382_L002_R1_001	M-25-0867_T7PRr2_SU0382-SU0382_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	495349.0	0.0	257.0	61.0	10.240658606356327	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0867_T7PRr2_SU0382-SU0382_L002_R2_001	M-25-0867_T7PRr2_SU0382-SU0382_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	495349.0	0.0	257.0	58.0	11.71779896598156	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0868_T8Dr1_SU0299-SU0299_L002_R1_001	M-25-0868_T8Dr1_SU0299-SU0299_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	187371.0	0.0	257.0	64.0	14.101435120696374	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0868_T8Dr1_SU0299-SU0299_L002_R2_001	M-25-0868_T8Dr1_SU0299-SU0299_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	187371.0	0.0	257.0	62.0	15.225408414322386	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0869_T8PRr1_SU0323-SU0323_L002_R1_001	M-25-0869_T8PRr1_SU0323-SU0323_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	477613.0	0.0	257.0	73.0	11.93497664427057	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0869_T8PRr1_SU0323-SU0323_L002_R2_001	M-25-0869_T8PRr1_SU0323-SU0323_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	477613.0	0.0	257.0	72.0	12.092007545858257	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	warn	fail	warn
M-25-0870_Neg-Ctrl-1-Trip2_SU0335-SU0335_L002_R1_001	M-25-0870_Neg-Ctrl-1-Trip2_SU0335-SU0335_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	426206.0	0.0	257.0	57.0	7.395015555857966	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0870_Neg-Ctrl-1-Trip2_SU0335-SU0335_L002_R2_001	M-25-0870_Neg-Ctrl-1-Trip2_SU0335-SU0335_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	426206.0	0.0	257.0	56.0	10.206566777567655	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0871_Neg-Ctrl-2-Trip2_SU0347-SU0347_L002_R1_001	M-25-0871_Neg-Ctrl-2-Trip2_SU0347-SU0347_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	435291.0	0.0	257.0	58.0	7.329809254039252	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0871_Neg-Ctrl-2-Trip2_SU0347-SU0347_L002_R2_001	M-25-0871_Neg-Ctrl-2-Trip2_SU0347-SU0347_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	435291.0	0.0	257.0	57.0	10.866753505126455	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0872_TMC1_SU0359-SU0359_L002_R1_001	M-25-0872_TMC1_SU0359-SU0359_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	368031.0	0.0	257.0	57.0	7.892269944651402	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0872_TMC1_SU0359-SU0359_L002_R2_001	M-25-0872_TMC1_SU0359-SU0359_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	368031.0	0.0	257.0	57.0	10.939295874532307	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0873_F1PRr2_SU0383-SU0383_L002_R1_001	M-25-0873_F1PRr2_SU0383-SU0383_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87347.0	0.0	257.0	71.0	17.08702073339668	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0873_F1PRr2_SU0383-SU0383_L002_R2_001	M-25-0873_F1PRr2_SU0383-SU0383_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87347.0	0.0	257.0	69.0	17.222114096648998	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0874_Positive_SU0300-SU0300_L002_R1_001	M-25-0874_Positive_SU0300-SU0300_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	192918.0	0.0	257.0	54.0	4.500357664914627	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0874_Positive_SU0300-SU0300_L002_R2_001	M-25-0874_Positive_SU0300-SU0300_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	192918.0	0.0	257.0	53.0	6.986387999046227	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0875_NTC-2_SU0312-SU0312_L002_R1_001	M-25-0875_NTC-2_SU0312-SU0312_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	359291.0	0.0	257.0	77.0	11.642651778085174	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0875_NTC-2_SU0312-SU0312_L002_R2_001	M-25-0875_NTC-2_SU0312-SU0312_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	359291.0	0.0	257.0	76.0	11.974416280953323	257.0	257	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0876_S18PRr1_SU0324-SU0324_L002_R1_001	M-25-0876_S18PRr1_SU0324-SU0324_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	181879.0	0.0	257.0	62.0	11.107934395944556	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0876_S18PRr1_SU0324-SU0324_L002_R2_001	M-25-0876_S18PRr1_SU0324-SU0324_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	181879.0	0.0	257.0	59.0	13.756398484706867	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0877_S18Sr1_SU0336-SU0336_L002_R1_001	M-25-0877_S18Sr1_SU0336-SU0336_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	760668.0	0.0	257.0	61.0	9.495995624898116	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0877_S18Sr1_SU0336-SU0336_L002_R2_001	M-25-0877_S18Sr1_SU0336-SU0336_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	760668.0	0.0	257.0	59.0	10.612382800380718	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0878_S18Dr1_SU0348-SU0348_L002_R1_001	M-25-0878_S18Dr1_SU0348-SU0348_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	681467.0	0.0	257.0	60.0	8.842834649366733	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0878_S18Dr1_SU0348-SU0348_L002_R2_001	M-25-0878_S18Dr1_SU0348-SU0348_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	681467.0	0.0	257.0	58.0	10.92804200350127	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0880_3Sr3_UDP0293-UDP0293_L002_R1_001	M-25-0880_3Sr3_UDP0293-UDP0293_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39042.0	0.0	257.0	59.0	15.124737462220173	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0880_3Sr3_UDP0293-UDP0293_L002_R2_001	M-25-0880_3Sr3_UDP0293-UDP0293_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39042.0	0.0	257.0	56.0	17.627170739203933	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0881_4Dr2_UDP0294-UDP0294_L002_R1_001	M-25-0881_4Dr2_UDP0294-UDP0294_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	841881.0	0.0	257.0	59.0	7.396413507372182	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
