genus	prevalence_surface	prevalence_deep	prevalence_rhizosphere	mean_relative_abundance	passes_common_prevalence	abundance_rank_among_eligible	selected_primary	selected_sensitivity_pool
Caulobacter	0.4588235294	0.4294117647	0.5352941176	0.001474325291	true	90	false	true
Cavicella	0.01764705882	0.01764705882	0.01764705882	2.654129926e-06	false		false	false
Cellulomonas	0.9117647059	0.8588235294	0.8176470588	0.004670116116	true	44	true	true
Cellulosilyticum	0.08235294118	0.04705882353	0.09411764706	2.415755013e-06	false		false	false
Cellulosimicrobium	0.2176470588	0.1823529412	0.2647058824	0.0001836142715	false		false	false
Cellvibrio	0.3823529412	0.3176470588	0.4647058824	0.0003278716923	true	221	false	false
Centipeda	0	0	0.005882352941	7.256104574e-08	false		false	false
Cephaloticoccus	0.1294117647	0.2235294118	0.1117647059	3.706791624e-05	false		false	false
Cerasibacillus	0	0	0.005882352941	2.807728266e-08	false		false	false
Cerasicoccus	0	0	0.01764705882	1.220573341e-07	false		false	false
Cesiribacter	0.4705882353	0.3176470588	0.2470588235	0.0001719132364	true	267	false	false
Chakia	0.01764705882	0.01764705882	0.01176470588	2.558263584e-05	false		false	false
Chelativorans	0.8411764706	0.8117647059	0.8588235294	0.003431475311	true	56	true	true
Chelatococcus	0.02941176471	0.05882352941	0.08823529412	1.113806044e-05	false		false	false
Chiayiivirga	0	0	0	0	false		false	false
Chitinispirillum	0	0	0.005882352941	1.314057684e-08	false		false	false
Chitinophaga	0.2411764706	0.2235294118	0.4352941176	0.0001472157582	true	283	false	false
Chloronema	0.5470588235	0.5235294118	0.4411764706	0.0001660488022	true	270	false	false
Chondromyces	0.06470588235	0.08235294118	0.07058823529	6.261656246e-06	false		false	false
Christensenella	0.01176470588	0	0.06470588235	1.166800102e-06	false		false	false
Christensenellaceae R-7 group	0.08823529412	0.07647058824	0.1941176471	4.751523759e-05	false		false	false
Chromohalobacter	0.05882352941	0.09411764706	0.01764705882	1.87497562e-05	false		false	false
Chroococcidiopsis PCC 7203	0	0	0.005882352941	2.124510696e-08	false		false	false
Chroococcidiopsis SAG 2023	0.09411764706	0.04117647059	0.01764705882	1.826563639e-05	false		false	false
Chryseobacterium	0.08823529412	0.1117647059	0.1411764706	3.493352093e-05	false		false	false
Chryseoglobus	0	0	0	0	false		false	false
Chryseolinea	0.01764705882	0	0.02352941176	2.492384422e-06	false		false	false
Chryseomicrobium	0	0	0	0	false		false	false
Chryseotalea	0	0	0	0	false		false	false
Chthoniobacter	0.9117647059	0.8941176471	0.9294117647	0.005763876295	true	38	true	true
Chthonobacter	0.5058823529	0.4411764706	0.6470588235	0.0002132914445	true	251	false	false
Chthonomonas	0.4882352941	0.5529411765	0.3411764706	5.985724072e-05	true	323	false	false
Chujaibacter	0.005882352941	0.005882352941	0	4.345103886e-07	false		false	false
Chungangia	0.06470588235	0.04117647059	0.04117647059	3.329019669e-05	false		false	false
Ciceribacter	0.01764705882	0.04117647059	0	1.880256944e-06	false		false	false
Citreimonas	0.005882352941	0	0	3.454921767e-08	false		false	false
Citricoccus	0.2058823529	0.1235294118	0.2	9.015470006e-05	false		false	false
Citrobacter	0.01764705882	0	0.01176470588	4.18180272e-06	false		false	false
Clade Ia	0	0	0	0	false		false	false
Clade Ib	0	0	0	0	false		false	false
Clavibacter	0	0	0	0	false		false	false
Cloacibacterium	0.09411764706	0.05882352941	0.02941176471	0.0002486371241	false		false	false
Clostridium	0.3882352941	0.3117647059	0.3294117647	0.0001145191574	true	294	false	false
Cm1-21	0	0.005882352941	0.01176470588	2.413975315e-06	false		false	false
Cnuella	0.9	0.8352941176	0.8941176471	0.003239443039	true	57	true	true
Cohnella	0.6	0.6529411765	0.5294117647	0.0003248601999	true	223	false	false
Comamonas	0.005882352941	0	0.005882352941	4.424125813e-07	false		false	false
Commensalibacter	0	0	0	0	false		false	false
Compostibacillus	0.02352941176	0.02352941176	0.005882352941	1.10352946e-06	false		false	false
Conexibacter	0.8705882353	0.8588235294	0.7588235294	0.001241703334	true	103	false	false
Constrictibacter	0.3941176471	0.3647058824	0.4411764706	0.0001882463254	true	262	false	false
Corallococcus	0.1411764706	0.1117647059	0.09411764706	8.306486297e-06	false		false	false
Coralloluteibacterium	0	0.005882352941	0	1.04252503e-07	false		false	false
Corynebacterium	0.5705882353	0.4529411765	0.3352941176	0.0008265445	true	137	false	false
Couchioplanes	0	0.005882352941	0	6.475310744e-09	false		false	false
Coxiella	0.1117647059	0.1470588235	0.1235294118	7.188032229e-06	false		false	false
Craurococcus	0.1941176471	0.1823529412	0.1	2.644982899e-05	false		false	false
Crenalkalicoccus	0	0	0.01176470588	1.180950926e-08	false		false	false
Crinalium SAG 22.89	0.04705882353	0.02352941176	0.01764705882	2.137148805e-06	false		false	false
Croceibacterium	0.8764705882	0.8529411765	0.9	0.002199585577	true	68	true	true
Croceicoccus	0.06470588235	0.02352941176	0.04705882353	2.295510643e-05	false		false	false
Croceifilum	0.005882352941	0.005882352941	0.005882352941	1.727894742e-06	false		false	false
Crocinitomix	0.005882352941	0.005882352941	0.01176470588	7.568276368e-06	false		false	false
Cronobacter	0	0	0.02352941176	3.77366044e-06	false		false	false
Crossiella	0.2529411765	0.2	0.2117647059	0.0001573248239	true	275	false	false
Cryobacterium	0	0.005882352941	0.005882352941	8.42150997e-07	false		false	false
Cryomorpha	0.01176470588	0.01176470588	0.01764705882	1.004285845e-05	false		false	false
Cryptanaerobacter	0	0	0.005882352941	4.907704844e-09	false		false	false
Cryptosporangium	0.1235294118	0.09411764706	0.07058823529	5.064218468e-05	false		false	false
Culicoidibacter	0.05882352941	0.02352941176	0.03529411765	2.016016228e-05	false		false	false
Cumulibacter	0.005882352941	0.005882352941	0.01764705882	1.105850007e-06	false		false	false
Cupriavidus	0.5823529412	0.4764705882	0.6941176471	0.0005610709037	true	170	false	false
Curtobacterium	0.07058823529	0.02352941176	0.08823529412	1.560765863e-05	false		false	false
Curvibacter	0	0.01764705882	0.01176470588	3.272780423e-07	false		false	false
Cutibacterium	0.1411764706	0.1647058824	0.08235294118	6.551877671e-05	false		false	false
Cyanobacterium PCC-10605	0.1588235294	0.1117647059	0.07647058824	0.000308355528	false		false	false
Cyanothece PCC 7425	0.01176470588	0.005882352941	0	5.014591489e-07	false		false	false
Cyclobacterium	0	0	0	0	false		false	false
Cystobacter	0.8176470588	0.6882352941	0.6058823529	0.0009576366286	true	126	false	false
Cytobacillus	0.06470588235	0.06470588235	0.07058823529	0.0002224693258	false		false	false
Cytophaga	0.8941176471	0.8529411765	0.8823529412	0.005338882372	true	41	true	true
DEV008	0.05882352941	0.06470588235	0.02941176471	9.941117035e-06	false		false	false
DSSF69	0.7058823529	0.6529411765	0.8117647059	0.002001150369	true	72	true	true
Dactylococcopsis PCC-8305	0.05294117647	0.04117647059	0.03529411765	0.0002000223348	false		false	false
Dactylosporangium	0.3294117647	0.3352941176	0.1647058824	8.586831427e-05	false		false	false
Daejeonella	0.8117647059	0.7470588235	0.8235294118	0.002229442912	true	67	true	true
Daejeonia	0.01176470588	0.005882352941	0.005882352941	5.001402935e-06	false		false	false
Dankookia	0.1117647059	0.08235294118	0.03529411765	1.147131584e-05	false		false	false
Dapisostemonum CCIBt 3536	0.005882352941	0	0.01176470588	8.695530299e-08	false		false	false
Defluviicoccus	0.6705882353	0.7705882353	0.6882352941	0.0003542042602	true	217	false	false
Defluviimonas	0	0	0	0	false		false	false
Defluviitalea	0.005882352941	0.01764705882	0.05882352941	6.797759736e-07	false		false	false
Defluviitaleaceae UCG-011	0.005882352941	0	0.02941176471	3.057482647e-07	false		false	false
Dehalobacterium	0	0	0.005882352941	1.872197055e-08	false		false	false
Deinobacterium	0.3	0.2176470588	0.3294117647	4.599913887e-05	true	331	false	false
Deinococcus	0.9647058824	0.8941176471	0.8941176471	0.01641834773	true	13	true	true
Delftia	0.03529411765	0.03529411765	0.01764705882	4.106837984e-05	false		false	false
Demequina	0.04117647059	0.04117647059	0	3.769243209e-06	false		false	false
Dendrosporobacter	0	0	0	0	false		false	false
Denitromonas	0.02352941176	0.02941176471	0.01764705882	4.203137583e-06	false		false	false
Dermabacter	0.01176470588	0.005882352941	0	5.527601359e-07	false		false	false
Dermacoccus	0.02352941176	0.005882352941	0.01764705882	2.260289845e-05	false		false	false
Derxia	0.04117647059	0.09411764706	0.1	6.589252787e-06	false		false	false
Desemzia	0.1294117647	0.05882352941	0.1117647059	2.255561572e-05	false		false	false
Desertibacter	0.2705882353	0.1705882353	0.2529411765	1.499071961e-05	false		false	false
Deserticella	0.4764705882	0.3882352941	0.5647058824	0.0003417987748	true	218	false	false
Desertimonas	0.6764705882	0.5941176471	0.6647058824	0.0004035389078	true	208	false	false
Desmospora	0.02352941176	0.05882352941	0.04117647059	5.687089574e-05	false		false	false
Desulfallas	0	0.005882352941	0	1.725520161e-07	false		false	false
Desulfatiglans	0	0.005882352941	0	2.163496878e-05	false		false	false
Desulfatitalea	0.005882352941	0.005882352941	0.01176470588	5.479720318e-05	false		false	false
Desulfitibacter	0.005882352941	0	0	1.887507094e-07	false		false	false
Desulfitispora	0	0	0.005882352941	1.799491776e-08	false		false	false
Desulfitobacterium	0.01176470588	0	0.01176470588	3.666959126e-07	false		false	false
Desulfobulbus	0	0	0.005882352941	5.355696233e-08	false		false	false
Desulfocucumis	0	0	0	0	false		false	false
Desulfoglaeba	0	0	0.005882352941	3.668960684e-07	false		false	false
Desulfohalotomaculum	0	0.005882352941	0	6.733737214e-08	false		false	false
Desulfomonile	0.01176470588	0.005882352941	0	7.090992229e-05	false		false	false
Desulfonispora	0	0	0	0	false		false	false
Desulforhopalus	0	0	0	0	false		false	false
Desulfoscipio	0	0	0.005882352941	3.271803229e-09	false		false	false
Desulfosporosinus	0	0	0	0	false		false	false
Desulfotomaculum	0.06470588235	0.04117647059	0.1	4.673392656e-06	false		false	false
Desulfotruncus	0	0	0	0	false		false	false
Desulfovectis	0	0	0.005882352941	2.828245341e-09	false		false	false
Desulfovibrio	0.01764705882	0.02352941176	0.04705882353	5.199347303e-06	false		false	false
Desulfovirga	0	0.01176470588	0	2.467709291e-08	false		false	false
Desulfuribacillus	0	0	0	0	false		false	false
Devosia	0.8941176471	0.8117647059	0.9529411765	0.003752631756	true	51	true	true
Dialister	0.005882352941	0.01176470588	0.01176470588	1.559409501e-06	false		false	false
Diaminobutyricimonas	0.08823529412	0.08823529412	0.07058823529	1.867201514e-05	false		false	false
Dichotomicrobium	0.005882352941	0.01764705882	0.01764705882	1.00632244e-05	false		false	false
Dietzia	0.3941176471	0.2294117647	0.3	0.00012948539	true	287	false	false
Dinoroseobacter	0	0	0.005882352941	8.179508073e-09	false		false	false
Diplosphaera	0.04705882353	0.03529411765	0.1941176471	2.299559445e-05	false		false	false
Dissulfurimicrobium	0.005882352941	0.005882352941	0.005882352941	9.063543078e-08	false		false	false
Dolosigranulum	0.05294117647	0.05882352941	0.02352941176	2.885224716e-06	false		false	false
Domibacillus	0.9705882353	0.9294117647	0.9941176471	0.08254808766	true	1	true	true
Dongia	0.7941176471	0.7705882353	0.7294117647	0.001161471133	true	107	false	false
Dorea	0.01176470588	0.005882352941	0	1.204121515e-07	false		false	false
Duffyella	0.1647058824	0.08823529412	0.2411764706	0.0001638691997	false		false	false
Dyadobacter	0.005882352941	0.01176470588	0.08823529412	5.601349514e-06	false		false	false
Dyella	0	0.005882352941	0.02352941176	3.007548206e-07	false		false	false
Dysgonomonas	0.05294117647	0.05294117647	0.1470588235	0.0001219594061	false		false	false
E1B-B3-114	0.2823529412	0.2117647059	0.1058823529	5.844652585e-05	false		false	false
EcFYyy-200	0.005882352941	0	0	8.663555134e-09	false		false	false
Echinicola	0.01176470588	0	0	7.416568195e-08	false		false	false
Ectobacillus	0.9411764706	0.9058823529	0.9176470588	0.0136092655	true	19	true	true
Edaphobaculum	0.5176470588	0.5058823529	0.6470588235	0.00018152504	true	264	false	false
Effusibacillus	0.1058823529	0.1294117647	0.04117647059	9.271971759e-06	false		false	false
Egibacter	0.3058823529	0.2764705882	0.1411764706	9.741641525e-05	false		false	false
Egicoccus	0.08823529412	0.07058823529	0.1882352941	8.006725654e-05	false		false	false
Eikenella	0.01176470588	0.005882352941	0	2.660327709e-07	false		false	false
Ellin516	0.1470588235	0.2411764706	0.1588235294	2.99130986e-05	false		false	false
Ellin517	0.3764705882	0.5294117647	0.4235294118	0.0001262488634	true	288	false	false
Ellin6055	0.9235294118	0.9235294118	0.9294117647	0.01008296885	true	27	true	true
Ellin6067	0.6588235294	0.6764705882	0.5823529412	0.0004012881838	true	209	false	false
Elusimicrobium	0	0	0.01176470588	2.285546001e-06	false		false	false
Embleya	0.03529411765	0.01176470588	0	6.917470551e-07	false		false	false
Endobacterium	0.2411764706	0.2058823529	0.3294117647	9.075339763e-05	true	305	false	false
Endomicrobium	0.02352941176	0.005882352941	0.02352941176	8.211841413e-07	false		false	false
Enhydrobacter	0.2058823529	0.1764705882	0.09411764706	0.0002806695194	false		false	false
Enhygromyxa	0.06470588235	0.04705882353	0.08823529412	6.636223301e-06	false		false	false
Ensifer	0.4941176471	0.4764705882	0.6823529412	0.0004314929435	true	200	false	false
Enteractinococcus	0.05294117647	0.02352941176	0.01176470588	3.537748181e-06	false		false	false
Enterobacter	0.1764705882	0.1705882353	0.1117647059	0.001205019545	false		false	false
Enterocloster	0.005882352941	0.005882352941	0.005882352941	1.112453698e-06	false		false	false
Enterococcus	0.2705882353	0.2294117647	0.2235294118	0.0007039255874	true	153	false	false
Enterovirga	0.5294117647	0.4294117647	0.3117647059	0.0004379451772	true	198	false	false
Epulopiscium	0	0	0	0	false		false	false
Ereboglobus	0.1470588235	0.2647058824	0.1117647059	6.100878719e-05	false		false	false
Eremococcus	0.01176470588	0.005882352941	0	5.542790119e-07	false		false	false
Erysipelothrix	0	0	0.005882352941	2.858225568e-08	false		false	false
Erythrobacter	0.05294117647	0.06470588235	0.04117647059	2.095593632e-05	false		false	false
Escherichia-Shigella	0.2117647059	0.2058823529	0.1470588235	0.001936310269	false		false	false
Estrella	0	0	0.005882352941	1.962679281e-09	false		false	false
Ethanoligenens	0.01764705882	0.005882352941	0	1.378113578e-05	false		false	false
Eubacterium	0	0	0	0	false		false	false
Euryhalocaulis	0.005882352941	0.005882352941	0.01764705882	8.376705676e-07	false		false	false
Euzebya	0.1235294118	0.07647058824	0.1529411765	7.511096992e-05	false		false	false
Evansella	0.1176470588	0.1117647059	0.1588235294	5.976039886e-05	false		false	false
Exiguobacterium	0.1176470588	0.06470588235	0.1	3.180560604e-05	false		false	false
F0058	0.01176470588	0.005882352941	0.02941176471	1.590642831e-06	false		false	false
F1-37X2	0	0.005882352941	0	2.354564256e-08	false		false	false
FCPS473	0.2941176471	0.2882352941	0.2823529412	0.0001108021295	true	297	false	false
FFCH5858	0.3176470588	0.2823529412	0.2882352941	9.261379109e-05	true	304	false	false
FFCH7168	0.2529411765	0.2058823529	0.2176470588	8.873820585e-05	true	307	false	false
Facklamia	0.01176470588	0.005882352941	0.005882352941	4.674174567e-07	false		false	false
Faecalicatena	0.01176470588	0.005882352941	0.02352941176	8.921202223e-07	false		false	false
Falsibacillus	0.02941176471	0.02352941176	0.02941176471	3.987325573e-07	false		false	false
Falsirhodobacter	0.5352941176	0.3941176471	0.5941176471	0.001077656685	true	117	false	false
Family XIII AD3011 group	0.005882352941	0.005882352941	0.01764705882	5.19357211e-07	false		false	false
Fenollaria	0	0.005882352941	0	7.692668656e-08	false		false	false
Ferdinandcohnia	0.1647058824	0.1176470588	0.1882352941	0.0001097257412	false		false	false
Fermentibacillus	0	0.01176470588	0.02352941176	6.112035423e-07	false		false	false
Ferritrophicum	0.005882352941	0.01176470588	0.01176470588	1.939237564e-07	false		false	false
Ferrovibrio	0.5235294118	0.5117647059	0.6411764706	0.000236739251	true	246	false	false
Ferruginibacter	0.005882352941	0	0.01764705882	1.392669101e-08	false		false	false
Ferruginivarius	0.04117647059	0.02941176471	0.03529411765	3.520604266e-05	false		false	false
Fervidobacterium	0	0.005882352941	0	3.158954816e-08	false		false	false
Fictibacillus	0.5764705882	0.5294117647	0.3588235294	0.0006103725905	true	165	false	false
Filifactor	0	0	0.005882352941	3.455287892e-08	false		false	false
Filobacillus	0.01176470588	0	0.01764705882	3.88341856e-06	false		false	false
Filomicrobium	0.1058823529	0.1117647059	0.2294117647	4.102111244e-05	false		false	false
Fimbriiglobus	0.7470588235	0.7411764706	0.6411764706	0.0006665736095	true	158	false	false
Fimbriimonas	0.3352941176	0.3411764706	0.3882352941	5.405333196e-05	true	325	false	false
Finegoldia	0.05294117647	0.06470588235	0.02352941176	7.767205769e-06	false		false	false
Fischerella CENA298	0	0	0	0	false		false	false
Flaviaestuariibacter	0.7176470588	0.5529411765	0.6176470588	0.0003276855774	true	222	false	false
Flaviflexus	0	0	0	0	false		false	false
Flavihumibacter	0.005882352941	0	0	3.465422053e-09	false		false	false
Flavimobilis	0.01176470588	0.02352941176	0.005882352941	1.054660371e-06	false		false	false
Flavisolibacter	0.9588235294	0.9352941176	0.9588235294	0.03492915893	true	5	true	true
Flavitalea	0.4882352941	0.5	0.6058823529	0.0002696753642	true	236	false	false
Flavobacterium	0.4588235294	0.3470588235	0.6588235294	0.000241501685	true	243	false	false
Flexibacter	0	0.005882352941	0	3.237655372e-09	false		false	false
Flindersiella	0.3058823529	0.2823529412	0.2529411765	0.0001078015116	true	298	false	false
Fluviicola	0.04705882353	0.03529411765	0.09411764706	5.037528955e-06	false		false	false
Fluviispira	0.01176470588	0.005882352941	0.01764705882	4.381719695e-07	false		false	false
Fodinibius	0	0	0.005882352941	4.307443801e-06	false		false	false
Fodinicurvata	0.01176470588	0.02941176471	0.02941176471	8.455607965e-05	false		false	false
Fontibacillus	0.07647058824	0.1	0.1235294118	1.750233467e-05	false		false	false
Fontibacter	0	0	0	0	false		false	false
Fonticella	0.02941176471	0.01764705882	0.02352941176	2.365966011e-06	false		false	false
Fontimonas	0.4705882353	0.4588235294	0.6352941176	0.0004220182404	true	201	false	false
Francisella	0	0	0	0	false		false	false
Franconibacter	0.01764705882	0.01176470588	0.02941176471	4.02481778e-06	false		false	false
Frankia	0.6176470588	0.5764705882	0.4647058824	0.0004468142447	true	194	false	false
Frateuria	0	0.01176470588	0.02352941176	2.678619765e-07	false		false	false
Fretibacterium	0	0	0.01176470588	2.075523089e-07	false		false	false
Frigoribacterium	0.2941176471	0.1882352941	0.3117647059	0.0001548053874	false		false	false
Fructobacillus	0	0	0.01176470588	8.413848986e-07	false		false	false
Fuerstia	0	0.005882352941	0.01764705882	6.968539255e-06	false		false	false
Fulvivirga	0.01176470588	0.01176470588	0.02941176471	9.961033117e-07	false		false	false
Fuscovulum	0.01176470588	0.005882352941	0	9.744760133e-07	false		false	false
Fusibacter	0.08823529412	0.06470588235	0.03529411765	0.0001376646189	false		false	false
Fusobacterium	0.01176470588	0.07058823529	0.02941176471	6.337106626e-06	false		false	false
GTL1	0.01176470588	0.005882352941	0.01764705882	3.808540178e-08	false		false	false
GW2011_GWC1_47_15	0	0.005882352941	0.01764705882	4.00445269e-08	false		false	false
Ga0074140	0.01764705882	0.07058823529	0.1235294118	3.648051061e-06	false		false	false
Gabonibacter	0	0	0.005882352941	4.157419008e-08	false		false	false
Gaiella	0.9	0.8647058824	0.7411764706	0.003560137633	true	54	true	true
Galbibacter	0	0.01176470588	0.02352941176	2.747995224e-07	false		false	false
Galbitalea	0.1411764706	0.1647058824	0.3823529412	6.482972569e-05	false		false	false
Gallaecimonas	0	0	0	0	false		false	false
Gardnerella	0.01176470588	0.005882352941	0	4.243993497e-07	false		false	false
Garicola	0.01764705882	0.005882352941	0	5.941730472e-07	false		false	false
Gelria	0	0.005882352941	0	3.366868607e-08	false		false	false
Gemella	0.1058823529	0.08823529412	0.04117647059	2.653005528e-05	false		false	false
Geminicoccus	0.6764705882	0.6235294118	0.6882352941	0.000441259387	true	197	false	false
Gemmata	0.7941176471	0.8058823529	0.7588235294	0.00115805775	true	108	false	false
Gemmatimonas	0.9176470588	0.9	0.9058823529	0.003913501226	true	49	true	true
Gemmatirosa	0.4352941176	0.4294117647	0.2823529412	0.0002096859935	true	254	false	false
Gemmobacter	0	0.04117647059	0.01764705882	0.0005455702984	false		false	false
Geoanaerobacter	0	0	0	0	false		false	false
Geobacillus	0.005882352941	0.01176470588	0	1.335832647e-06	false		false	false
Geobacter	0	0.005882352941	0	1.942593223e-09	false		false	false
Geodermatophilus	0.9529411765	0.9235294118	0.9058823529	0.01500632121	true	16	true	true
Geomicrobium	0.005882352941	0.005882352941	0.03529411765	9.301630902e-07	false		false	false
Geomonas	0	0.005882352941	0	1.036049719e-08	false		false	false
Georgenia	0.6411764706	0.5588235294	0.6058823529	0.001044673636	true	118	false	false
Georgfuchsia	0.01764705882	0.01764705882	0.09411764706	5.746514924e-06	false		false	false
Geosporobacter	0	0.005882352941	0	3.366868607e-08	false		false	false
Geothermomicrobium	0.1	0.1647058824	0.1058823529	1.653603273e-05	false		false	false
Gilvimarinus	0	0	0.005882352941	5.794120081e-09	false		false	false
Gimesia	0	0	0.01764705882	7.700518755e-08	false		false	false
Gloeocapsa	0.005882352941	0.005882352941	0.01176470588	6.742317753e-05	false		false	false
Glutamicibacter	0.04705882353	0.01176470588	0.03529411765	6.596488231e-05	false		false	false
Glycomyces	0.6705882353	0.5941176471	0.5764705882	0.001032402191	true	121	false	false
Goodfellowiella	0.02352941176	0.01176470588	0.02352941176	3.1585173e-06	false		false	false
Gordonia	0.01764705882	0	0.01176470588	1.068993463e-07	false		false	false
Gorillibacterium	0.3294117647	0.4	0.2705882353	6.249084308e-05	true	321	false	false
Gracilibacillus	0.3176470588	0.3352941176	0.3941176471	0.0006357955404	true	161	false	false
Gracilibacter	0	0	0	0	false		false	false
Gracilimonas	0.05882352941	0.04117647059	0.09411764706	0.0002012937953	false		false	false
Granulicatella	0.1058823529	0.1411764706	0.02941176471	3.082860961e-05	false		false	false
Granulicella	0.01176470588	0.01176470588	0	2.936177004e-06	false		false	false
Gulbenkiania	0.005882352941	0	0	2.789924517e-07	false		false	false
Guyparkeria	0	0	0.01764705882	5.972726968e-07	false		false	false
Gynurincola	0	0.005882352941	0.02352941176	2.470384034e-06	false		false	false
H1	0.005882352941	0	0.01764705882	1.023774482e-06	false		false	false
HAVOmat113	0	0	0	0	false		false	false
HIMB11	0.005882352941	0.005882352941	0.01176470588	1.946856672e-06	false		false	false
HN-HF0106	0	0	0.01176470588	6.952905198e-08	false		false	false
Haemophilus	0.09411764706	0.1647058824	0.05882352941	2.553313762e-05	false		false	false
Hafnia-Obesumbacterium	0.02941176471	0.005882352941	0.05882352941	1.221106861e-05	false		false	false
Haladaptatus	0.005882352941	0.01764705882	0.01176470588	1.928492585e-06	false		false	false
Halalkalibacillus	0.005882352941	0.005882352941	0	8.373202983e-09	false		false	false
Halalkalibacter	0.6058823529	0.6117647059	0.5882352941	0.003441795324	true	55	true	true
Halanaerobium	0	0	0	0	false		false	false
Halapricum	0	0.005882352941	0	2.344310363e-08	false		false	false
Halarchaeum	0	0.005882352941	0.005882352941	1.305685605e-06	false		false	false
Haliangium	0.03529411765	0.02941176471	0.05294117647	1.898774159e-05	false		false	false
Haliea	0	0.005882352941	0.005882352941	9.565851976e-07	false		false	false
Haloactinopolyspora	0.4647058824	0.4470588235	0.4823529412	0.0004432306383	true	196	false	false
Haloarchaeobius	0	0.005882352941	0.005882352941	9.450269493e-09	false		false	false
Halobacillus	0.09411764706	0.05294117647	0.09411764706	6.673366191e-05	false		false	false
Halobacterium	0	0.01176470588	0.005882352941	3.892494618e-06	false		false	false
Halobaculum	0	0	0.005882352941	8.670278557e-08	false		false	false
Halobellus	0	0.005882352941	0.005882352941	7.774482435e-07	false		false	false
Halobiforma	0	0.005882352941	0	4.105108489e-07	false		false	false
Halocatena	0.005882352941	0.01176470588	0.03529411765	7.153928548e-06	false		false	false
Halocella	0.01176470588	0.01176470588	0.01176470588	9.478623317e-07	false		false	false
Halochromatium	0	0	0.005882352941	1.753057242e-07	false		false	false
Halococcoides	0	0.005882352941	0.005882352941	2.926074888e-07	false		false	false
Halococcus	0	0	0.005882352941	1.881286857e-08	false		false	false
Halodurantibacterium	0.005882352941	0.005882352941	0.01176470588	0.0002638915694	false		false	false
Haloechinothrix	0	0	0.01176470588	3.087995536e-07	false		false	false
Halofilum	0.05294117647	0.06470588235	0.08235294118	0.0002025796332	false		false	false
Halogranum	0	0	0	0	false		false	false
Halolamina	0	0.01176470588	0.005882352941	1.989804265e-06	false		false	false
Halomicroarcula	0	0	0.005882352941	2.110313083e-07	false		false	false
Halomicrobium	0	0.01764705882	0.005882352941	3.527973313e-06	false		false	false
Halomonas	0.4588235294	0.3882352941	0.4117647059	0.008693400861	true	29	true	true
Haloparvum	0.005882352941	0.01176470588	0.005882352941	1.197499223e-06	false		false	false
Halopelagius	0.005882352941	0.01764705882	0.005882352941	1.424802356e-06	false		false	false
Halopenitus	0	0.005882352941	0.005882352941	5.216481733e-07	false		false	false
Halopeptonella	0.01176470588	0.01764705882	0.02941176471	5.520468451e-05	false		false	false
Halopiger	0	0.01176470588	0.005882352941	5.364633142e-07	false		false	false
Haloplanus	0	0.01176470588	0.005882352941	3.35382117e-07	false		false	false
Haloplasma	0.03529411765	0.01176470588	0.02352941176	2.160389064e-06	false		false	false
Halopolyspora	0.08235294118	0.06470588235	0.1058823529	0.0004297010537	false		false	false
Haloprofundus	0	0.005882352941	0	2.500597721e-08	false		false	false
Haloquadratum	0.01764705882	0.02352941176	0.06470588235	1.198925522e-06	false		false	false
Halorhabdus	0	0	0	0	false		false	false
Halorientalis	0	0.01176470588	0.005882352941	2.554440346e-07	false		false	false
Halorubellus	0	0.005882352941	0	1.719160933e-08	false		false	false
Halorubrum	0.01176470588	0.01176470588	0.01176470588	4.748172046e-06	false		false	false
Halorussus	0.005882352941	0.01176470588	0.005882352941	3.210753604e-06	false		false	false
Halosaccharopolyspora	0.1	0.07647058824	0.05294117647	5.865878862e-05	false		false	false
Halosimplex	0	0.01176470588	0.005882352941	5.529453629e-07	false		false	false
Halosolutus	0	0.01176470588	0	1.589750293e-07	false		false	false
Halostagnicola	0	0	0.005882352941	3.934343383e-07	false		false	false
Halostella	0	0	0.005882352941	1.963081938e-08	false		false	false
Haloterrigena	0	0.005882352941	0.01176470588	3.81903541e-07	false		false	false
Halothiobacillus	0.02941176471	0.02941176471	0.005882352941	8.168510872e-07	false		false	false
Halovenus	0	0.005882352941	0.005882352941	1.552794235e-06	false		false	false
Halovibrio	0	0	0.005882352941	1.308721292e-08	false		false	false
Halovivax	0	0	0.005882352941	3.680778633e-08	false		false	false
Hamadaea	0	0.005882352941	0	6.077360238e-08	false		false	false
Hansschlegelia	0.1411764706	0.1176470588	0.1235294118	1.13142911e-05	false		false	false
Haoranjiania	0	0	0.005882352941	3.815371575e-09	false		false	false
Harryflintia	0	0	0	0	false		false	false
Hartmannibacter	0	0.005882352941	0	7.063692768e-08	false		false	false
Hassallia	0	0	0.01176470588	1.845979248e-08	false		false	false
Hazenella	0.005882352941	0.01176470588	0.01764705882	2.823296097e-07	false		false	false
HdN1	0.2	0.2176470588	0.2588235294	3.991072228e-05	true	333	false	false
Heliimonas	0.08235294118	0.04117647059	0.1470588235	1.741222461e-05	false		false	false
Henriciella	0	0	0.01176470588	7.660483097e-07	false		false	false
Hephaestia	0.005882352941	0.01176470588	0.02352941176	6.593265122e-08	false		false	false
Herbaspirillum	0.8529411765	0.8	0.7882352941	0.0008429172538	true	135	false	false
Herbihabitans	0.1176470588	0.1117647059	0.1941176471	0.000461395418	false		false	false
Herbinix	0.01176470588	0.01764705882	0.005882352941	8.487519135e-07	false		false	false
