compartment	taxon_a	taxon_b	partial_correlation	absolute_partial_correlation	full_data_selected	bootstrap_selection_probability	bootstrap_sign_consistency_with_full	null_selection_probability	stable_edge
Rhizosphere	Domibacillus	Chelativorans	-0.01989276203	0.01989276203	true	0.605	1	0.02	false
Rhizosphere	Domibacillus	Cnuella	0	0	false	0.1	0	0.01	false
Rhizosphere	Domibacillus	Roseisolibacter	-0	0	false	0.04	1	0	false
Rhizosphere	Domibacillus	Prauserella	-0	0	false	0.205	1	0	false
Rhizosphere	Domibacillus	Azospirillum	0	0	false	0.035	0	0	false
Rhizosphere	Domibacillus	Vallicoccus	-0	0	false	0	0	0.02	false
Rhizosphere	Domibacillus	Verrucosispora	-0	0	false	0.05	1	0.03	false
Rhizosphere	Domibacillus	Telluribacter	0	0	false	0.035	0	0.01	false
Rhizosphere	Domibacillus	Sphingomonas	-0	0	false	0.01	1	0	false
Rhizosphere	Domibacillus	Brucella	-0	0	false	0	0	0.01	false
Rhizosphere	Domibacillus	Mycobacterium	-0	0	false	0.095	1	0.02	false
Rhizosphere	Domibacillus	Daejeonella	0	0	false	0.03	0	0	false
Rhizosphere	Domibacillus	Croceibacterium	-0	0	false	0.01	1	0	false
Rhizosphere	Domibacillus	MND1	-0	0	false	0	0	0.02	false
Rhizosphere	Domibacillus	Marmoricola	-0	0	false	0.01	1	0.01	false
Rhizosphere	Domibacillus	Opitutus	-0	0	false	0	0	0.01	false
Rhizosphere	Domibacillus	DSSF69	-0	0	false	0	0	0.01	false
Rhizosphere	Domibacillus	Kallotenue	-0	0	false	0.025	1	0	false
Rhizosphere	Domibacillus	Limnobacter	-0	0	false	0	0	0	false
Rhizosphere	Domibacillus	Subgroup 10	-0	0	false	0.05	1	0.04	false
Rhizosphere	Domibacillus	Bryobacter	-0	0	false	0.055	1	0.01	false
Rhizosphere	Domibacillus	Pedomicrobium	-0	0	false	0.04	1	0.02	false
Rhizosphere	Domibacillus	Terribacillus	0	0	false	0.005	0	0	false
Rhizosphere	Domibacillus	Novosphingobium	0	0	false	0	0	0	false
Rhizosphere	Domibacillus	Nitrospira	-0	0	false	0	0	0.02	false
Rhizosphere	Massilia	Microvirga	0	0	false	0.145	0	0	false
Rhizosphere	Massilia	Bacillus	0	0	false	0.025	0	0.01	false
Rhizosphere	Massilia	Flavisolibacter	0.05410579295	0.05410579295	true	0.8	1	0	true
Rhizosphere	Massilia	Herpetosiphon	-0	0	false	0.005	1	0	false
Rhizosphere	Massilia	Noviherbaspirillum	0.08087990922	0.08087990922	true	0.81	1	0.01	true
Rhizosphere	Massilia	Streptomyces	0	0	false	0.35	0	0	false
Rhizosphere	Massilia	Paenibacillus	-0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Nocardioides	0	0	false	0.02	0.25	0.02	false
Rhizosphere	Massilia	Rubrobacter	-0	0	false	0	0	0	false
Rhizosphere	Massilia	Lysinibacillus	0	0	false	0.145	0	0.01	false
Rhizosphere	Massilia	Deinococcus	0	0	false	0.02	0	0.02	false
Rhizosphere	Massilia	Rubellimicrobium	0	0	false	0.125	0	0.05	false
Rhizosphere	Massilia	Ammoniphilus	-0	0	false	0.03	1	0.01	false
Rhizosphere	Massilia	Geodermatophilus	-0	0	false	0.065	1	0.01	false
Rhizosphere	Massilia	Ramlibacter	0	0	false	0.045	0	0	false
Rhizosphere	Massilia	Nibribacter	0.2783312057	0.2783312057	true	1	1	0.01	true
Rhizosphere	Massilia	Ectobacillus	0.05601763051	0.05601763051	true	0.815	1	0.01	true
Rhizosphere	Massilia	Neobacillus	0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Planococcus	-0	0	false	0	0	0	false
Rhizosphere	Massilia	Acidiferrimicrobium	-0	0	false	0.21	1	0.02	false
Rhizosphere	Massilia	Adhaeribacter	0	0	false	0.23	0	0.01	false
Rhizosphere	Massilia	Bradyrhizobium	0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Solirubrobacter	-0	0	false	0	0	0	false
Rhizosphere	Massilia	Metabacillus	-0	0	false	0.005	1	0.01	false
Rhizosphere	Massilia	Ellin6055	-0	0	false	0.045	1	0.01	false
Rhizosphere	Massilia	Symbiobacterium	-0	0	false	0.01	1	0	false
Rhizosphere	Massilia	Halomonas	-0.07195824098	0.07195824098	true	0.905	1	0.02	true
Rhizosphere	Massilia	Sphingoaurantiacus	0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Arthrobacter	0	0	false	0.075	0	0.01	false
Rhizosphere	Massilia	Pontibacter	-0	0	false	0.32	1	0.01	false
Rhizosphere	Massilia	Blastococcus	-0	0	false	0.145	1	0.03	false
Rhizosphere	Massilia	Tumebacillus	-0	0	false	0.145	1	0.01	false
Rhizosphere	Massilia	Roseomonas	0.03172037575	0.03172037575	true	0.555	1	0	false
Rhizosphere	Massilia	Nitrolancea	-0	0	false	0.265	1	0	false
Rhizosphere	Massilia	CSP1-2	0	0	false	0.035	0	0	false
Rhizosphere	Massilia	Chthoniobacter	-0	0	false	0.005	1	0.03	false
Rhizosphere	Massilia	Pseudomonas	0	0	false	0.015	0	0	false
Rhizosphere	Massilia	Lysobacter	-0	0	false	0	0	0.02	false
Rhizosphere	Massilia	Cytophaga	0	0	false	0.005	0	0.01	false
Rhizosphere	Massilia	Pseudonocardia	-0	0	false	0.015	1	0.01	false
Rhizosphere	Massilia	Archangium	-0	0	false	0.02	1	0	false
Rhizosphere	Massilia	Cellulomonas	0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Segetibacter	0	0	false	0.035	0	0	false
Rhizosphere	Massilia	Pirellula	0	0	false	0	0	0	false
Rhizosphere	Massilia	Actinomadura	-0	0	false	0.04	1	0	false
Rhizosphere	Massilia	Saccharopolyspora	0	0	false	0	0	0.02	false
Rhizosphere	Massilia	Gemmatimonas	-0	0	false	0.235	1	0.02	false
Rhizosphere	Massilia	Oxalophagus	0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Devosia	-0	0	false	0.005	1	0.01	false
Rhizosphere	Massilia	Phenylobacterium	-0	0	false	0.015	0.6666666667	0.01	false
Rhizosphere	Massilia	Steroidobacter	-0	0	false	0.02	1	0	false
Rhizosphere	Massilia	Gaiella	-0	0	false	0	0	0	false
Rhizosphere	Massilia	Halalkalibacter	-0	0	false	0.33	1	0.01	false
Rhizosphere	Massilia	Chelativorans	-0.1133787518	0.1133787518	true	0.96	1	0	true
Rhizosphere	Massilia	Cnuella	0.06177315117	0.06177315117	true	0.8	1	0.01	true
Rhizosphere	Massilia	Roseisolibacter	-0	0	false	0	0	0.02	false
Rhizosphere	Massilia	Prauserella	-0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Azospirillum	-0	0	false	0.04	0.75	0.03	false
Rhizosphere	Massilia	Vallicoccus	-0	0	false	0.2	1	0.02	false
Rhizosphere	Massilia	Verrucosispora	0	0	false	0.005	1	0	false
Rhizosphere	Massilia	Telluribacter	0	0	false	0.01	0	0.02	false
Rhizosphere	Massilia	Sphingomonas	-0	0	false	0.015	0.6666666667	0.02	false
Rhizosphere	Massilia	Brucella	-0	0	false	0	0	0.02	false
Rhizosphere	Massilia	Mycobacterium	-0	0	false	0.015	1	0.01	false
Rhizosphere	Massilia	Daejeonella	0.06237215524	0.06237215524	true	0.905	1	0.01	true
Rhizosphere	Massilia	Croceibacterium	-0.04848709442	0.04848709442	true	0.785	1	0.02	false
Rhizosphere	Massilia	MND1	-0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Marmoricola	-0	0	false	0.38	1	0	false
Rhizosphere	Massilia	Opitutus	-0	0	false	0	0	0.03	false
Rhizosphere	Massilia	DSSF69	-0	0	false	0.015	1	0.02	false
Rhizosphere	Massilia	Kallotenue	-0	0	false	0.015	1	0	false
Rhizosphere	Massilia	Limnobacter	-0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Subgroup 10	-0	0	false	0	0	0.02	false
Rhizosphere	Massilia	Bryobacter	-0	0	false	0.015	1	0.01	false
Rhizosphere	Massilia	Pedomicrobium	-0	0	false	0	0	0.01	false
Rhizosphere	Massilia	Terribacillus	-0	0	false	0.005	1	0.01	false
Rhizosphere	Massilia	Novosphingobium	0	0	false	0.005	0	0.01	false
Rhizosphere	Massilia	Nitrospira	-0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Bacillus	0	0	false	0.31	0	0.06	false
Rhizosphere	Microvirga	Flavisolibacter	0	0	false	0.17	0	0.01	false
Rhizosphere	Microvirga	Herpetosiphon	-0.0001768081561	0.0001768081561	false	0.39	1	0.02	false
Rhizosphere	Microvirga	Noviherbaspirillum	0.1539558628	0.1539558628	true	0.97	1	0.02	true
Rhizosphere	Microvirga	Streptomyces	-0	0	false	0.005	1	0.03	false
Rhizosphere	Microvirga	Paenibacillus	0	0	false	0.165	0	0.03	false
Rhizosphere	Microvirga	Nocardioides	0.04336123972	0.04336123972	true	0.565	1	0.02	false
Rhizosphere	Microvirga	Rubrobacter	-0	0	false	0.375	1	0.02	false
Rhizosphere	Microvirga	Lysinibacillus	0	0	false	0.005	0	0	false
Rhizosphere	Microvirga	Deinococcus	-0	0	false	0.165	1	0.02	false
Rhizosphere	Microvirga	Rubellimicrobium	0.1010648448	0.1010648448	true	0.975	1	0.01	true
Rhizosphere	Microvirga	Ammoniphilus	-0	0	false	0.005	1	0	false
Rhizosphere	Microvirga	Geodermatophilus	0	0	false	0.005	0	0	false
Rhizosphere	Microvirga	Ramlibacter	0.004158756311	0.004158756311	true	0.475	1	0.01	false
Rhizosphere	Microvirga	Nibribacter	0	0	false	0	0	0	false
Rhizosphere	Microvirga	Ectobacillus	-0	0	false	0.075	1	0	false
Rhizosphere	Microvirga	Neobacillus	-0	0	false	0.08	1	0	false
Rhizosphere	Microvirga	Planococcus	0	0	false	0	0	0.03	false
Rhizosphere	Microvirga	Acidiferrimicrobium	-0	0	false	0.04	1	0.04	false
Rhizosphere	Microvirga	Adhaeribacter	-0	0	false	0.005	1	0.02	false
Rhizosphere	Microvirga	Bradyrhizobium	0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Solirubrobacter	-0	0	false	0.01	1	0.02	false
Rhizosphere	Microvirga	Metabacillus	0	0	false	0.04	0.25	0	false
Rhizosphere	Microvirga	Ellin6055	0	0	false	0.335	0	0.02	false
Rhizosphere	Microvirga	Symbiobacterium	-0	0	false	0.01	1	0.01	false
Rhizosphere	Microvirga	Halomonas	0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Sphingoaurantiacus	0.07270561084	0.07270561084	true	0.905	1	0.02	true
Rhizosphere	Microvirga	Arthrobacter	0.1064255997	0.1064255997	true	0.985	1	0.01	true
Rhizosphere	Microvirga	Pontibacter	0	0	false	0.005	0	0	false
Rhizosphere	Microvirga	Blastococcus	0	0	false	0	0	0.03	false
Rhizosphere	Microvirga	Tumebacillus	0	0	false	0.025	0	0.03	false
Rhizosphere	Microvirga	Roseomonas	0.09698549088	0.09698549088	true	0.845	1	0	true
Rhizosphere	Microvirga	Nitrolancea	-0.2090260651	0.2090260651	true	1	1	0.01	true
Rhizosphere	Microvirga	CSP1-2	-0.09138352623	0.09138352623	true	0.965	1	0.01	true
Rhizosphere	Microvirga	Chthoniobacter	0	0	false	0.34	0	0	false
Rhizosphere	Microvirga	Pseudomonas	-0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Lysobacter	-0	0	false	0.045	1	0	false
Rhizosphere	Microvirga	Cytophaga	-0	0	false	0.09	1	0	false
Rhizosphere	Microvirga	Pseudonocardia	-0	0	false	0.005	1	0.01	false
Rhizosphere	Microvirga	Archangium	0	0	false	0.4	0	0.02	false
Rhizosphere	Microvirga	Cellulomonas	0	0	false	0	0	0.02	false
Rhizosphere	Microvirga	Segetibacter	0	0	false	0	0	0	false
Rhizosphere	Microvirga	Pirellula	0	0	false	0.265	0	0.01	false
Rhizosphere	Microvirga	Actinomadura	-0.05741129158	0.05741129158	true	0.8	1	0.01	true
Rhizosphere	Microvirga	Saccharopolyspora	-0.1356850978	0.1356850978	true	1	1	0.01	true
Rhizosphere	Microvirga	Gemmatimonas	0	0	false	0.14	0	0.02	false
Rhizosphere	Microvirga	Oxalophagus	-0.0815178927	0.0815178927	true	0.995	1	0.02	true
Rhizosphere	Microvirga	Devosia	0.04433396025	0.04433396025	true	0.73	1	0.01	false
Rhizosphere	Microvirga	Phenylobacterium	0	0	false	0.085	0	0.04	false
Rhizosphere	Microvirga	Steroidobacter	-0.03825755644	0.03825755644	true	0.65	1	0.03	false
Rhizosphere	Microvirga	Gaiella	-0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Halalkalibacter	-0	0	false	0.005	1	0	false
Rhizosphere	Microvirga	Chelativorans	-0	0	false	0.06	1	0	false
Rhizosphere	Microvirga	Cnuella	0	0	false	0	0	0	false
Rhizosphere	Microvirga	Roseisolibacter	-0	0	false	0.005	1	0	false
Rhizosphere	Microvirga	Prauserella	-0	0	false	0.27	1	0	false
Rhizosphere	Microvirga	Azospirillum	0.04841356747	0.04841356747	true	0.775	1	0	false
Rhizosphere	Microvirga	Vallicoccus	0	0	false	0	0	0	false
Rhizosphere	Microvirga	Verrucosispora	-0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Telluribacter	0	0	false	0.02	0	0.02	false
Rhizosphere	Microvirga	Sphingomonas	0	0	false	0.015	0	0.01	false
Rhizosphere	Microvirga	Brucella	-0	0	false	0.005	1	0.02	false
Rhizosphere	Microvirga	Mycobacterium	-0	0	false	0	0	0	false
Rhizosphere	Microvirga	Daejeonella	-0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Croceibacterium	0	0	false	0.035	0	0.01	false
Rhizosphere	Microvirga	MND1	-0	0	false	0	0	0.03	false
Rhizosphere	Microvirga	Marmoricola	0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Opitutus	-0	0	false	0.005	1	0.01	false
Rhizosphere	Microvirga	DSSF69	0	0	false	0	0	0	false
Rhizosphere	Microvirga	Kallotenue	0	0	false	0.01	0	0	false
Rhizosphere	Microvirga	Limnobacter	0	0	false	0	0	0	false
Rhizosphere	Microvirga	Subgroup 10	0	0	false	0	0	0.02	false
Rhizosphere	Microvirga	Bryobacter	0	0	false	0.045	0	0.02	false
Rhizosphere	Microvirga	Pedomicrobium	-0.05892572799	0.05892572799	true	0.735	1	0.01	false
Rhizosphere	Microvirga	Terribacillus	-0	0	false	0	0	0	false
Rhizosphere	Microvirga	Novosphingobium	-0	0	false	0	0	0.01	false
Rhizosphere	Microvirga	Nitrospira	-0	0	false	0	0	0.01	false
Rhizosphere	Bacillus	Flavisolibacter	-0	0	false	0.095	1	0.01	false
Rhizosphere	Bacillus	Herpetosiphon	-0.04147430795	0.04147430795	true	0.715	1	0.02	false
Rhizosphere	Bacillus	Noviherbaspirillum	0	0	false	0.06	0.4166666667	0.04	false
Rhizosphere	Bacillus	Streptomyces	-0	0	false	0.005	1	0.02	false
Rhizosphere	Bacillus	Paenibacillus	0.1103142617	0.1103142617	true	0.845	1	0	true
Rhizosphere	Bacillus	Nocardioides	-0.02674465752	0.02674465752	true	0.555	1	0.02	false
Rhizosphere	Bacillus	Rubrobacter	-0	0	false	0.135	1	0	false
Rhizosphere	Bacillus	Lysinibacillus	0.03200641058	0.03200641058	true	0.785	1	0.04	false
Rhizosphere	Bacillus	Deinococcus	-0	0	false	0.205	1	0	false
Rhizosphere	Bacillus	Rubellimicrobium	-0	0	false	0.005	0	0	false
Rhizosphere	Bacillus	Ammoniphilus	0.2473811086	0.2473811086	true	1	1	0	true
Rhizosphere	Bacillus	Geodermatophilus	-0	0	false	0	0	0.01	false
Rhizosphere	Bacillus	Ramlibacter	-0	0	false	0.095	1	0.01	false
Rhizosphere	Bacillus	Nibribacter	-0	0	false	0	0	0.03	false
Rhizosphere	Bacillus	Ectobacillus	0	0	false	0.045	0	0.01	false
Rhizosphere	Bacillus	Neobacillus	0	0	false	0.575	0	0	false
Rhizosphere	Bacillus	Planococcus	0	0	false	0	0	0	false
Rhizosphere	Bacillus	Acidiferrimicrobium	0	0	false	0.005	0	0	false
Rhizosphere	Bacillus	Adhaeribacter	-0	0	false	0.015	1	0.02	false
Rhizosphere	Bacillus	Bradyrhizobium	0.1012248271	0.1012248271	true	0.895	1	0	true
Rhizosphere	Bacillus	Solirubrobacter	-0	0	false	0.04	1	0.01	false
Rhizosphere	Bacillus	Metabacillus	0.2459451897	0.2459451897	true	1	1	0.02	true
Rhizosphere	Bacillus	Ellin6055	-0	0	false	0.15	1	0.01	false
Rhizosphere	Bacillus	Symbiobacterium	0	0	false	0.13	0	0.01	false
Rhizosphere	Bacillus	Halomonas	0.1066166518	0.1066166518	true	0.99	1	0	true
Rhizosphere	Bacillus	Sphingoaurantiacus	-0	0	false	0.02	0.75	0.02	false
Rhizosphere	Bacillus	Arthrobacter	0	0	false	0.025	0	0	false
Rhizosphere	Bacillus	Pontibacter	0	0	false	0.18	0	0	false
Rhizosphere	Bacillus	Blastococcus	-0	0	false	0.01	1	0.01	false
Rhizosphere	Bacillus	Tumebacillus	0	0	false	0.16	0	0	false
Rhizosphere	Bacillus	Roseomonas	-0	0	false	0.105	1	0.01	false
Rhizosphere	Bacillus	Nitrolancea	-0	0	false	0.01	1	0	false
Rhizosphere	Bacillus	CSP1-2	0	0	false	0	0	0	false
Rhizosphere	Bacillus	Chthoniobacter	-0.0007736497677	0.0007736497677	false	0.355	1	0.01	false
Rhizosphere	Bacillus	Pseudomonas	0	0	false	0.085	0	0.01	false
Rhizosphere	Bacillus	Lysobacter	-0	0	false	0.035	1	0.01	false
Rhizosphere	Bacillus	Cytophaga	0	0	false	0	0	0.01	false
Rhizosphere	Bacillus	Pseudonocardia	-0.09813885498	0.09813885498	true	0.97	1	0.01	true
Rhizosphere	Bacillus	Archangium	-0	0	false	0	0	0	false
Rhizosphere	Bacillus	Cellulomonas	-0	0	false	0.005	1	0.01	false
Rhizosphere	Bacillus	Segetibacter	-0.0181421823	0.0181421823	true	0.525	1	0.02	false
Rhizosphere	Bacillus	Pirellula	-0	0	false	0.035	1	0.03	false
Rhizosphere	Bacillus	Actinomadura	-0	0	false	0.02	1	0	false
Rhizosphere	Bacillus	Saccharopolyspora	-0	0	false	0.025	1	0.01	false
Rhizosphere	Bacillus	Gemmatimonas	-0	0	false	0.18	1	0.01	false
Rhizosphere	Bacillus	Oxalophagus	-0	0	false	0	0	0.03	false
Rhizosphere	Bacillus	Devosia	0	0	false	0	0	0.01	false
Rhizosphere	Bacillus	Phenylobacterium	-0.002408316619	0.002408316619	true	0.41	1	0	false
Rhizosphere	Bacillus	Steroidobacter	-0.0997054641	0.0997054641	true	0.9	1	0.01	true
Rhizosphere	Bacillus	Gaiella	-0	0	false	0	0	0.01	false
Rhizosphere	Bacillus	Halalkalibacter	0.04099496531	0.04099496531	true	0.655	1	0	false
Rhizosphere	Bacillus	Chelativorans	-0	0	false	0	0	0.03	false
Rhizosphere	Bacillus	Cnuella	-0	0	false	0.04	1	0	false
Rhizosphere	Bacillus	Roseisolibacter	-0	0	false	0.31	1	0	false
Rhizosphere	Bacillus	Prauserella	-0	0	false	0	0	0.01	false
Rhizosphere	Bacillus	Azospirillum	0	0	false	0.095	0	0.01	false
Rhizosphere	Bacillus	Vallicoccus	-0	0	false	0	0	0	false
Rhizosphere	Bacillus	Verrucosispora	-0	0	false	0	0	0.01	false
Rhizosphere	Bacillus	Telluribacter	-0	0	false	0	0	0	false
Rhizosphere	Bacillus	Sphingomonas	-0	0	false	0.255	1	0.02	false
Rhizosphere	Bacillus	Brucella	0	0	false	0	0	0.01	false
Rhizosphere	Bacillus	Mycobacterium	-0	0	false	0.015	1	0	false
Rhizosphere	Bacillus	Daejeonella	-0	0	false	0.035	1	0.02	false
Rhizosphere	Bacillus	Croceibacterium	-0	0	false	0.005	1	0	false
Rhizosphere	Bacillus	MND1	-0	0	false	0	0	0	false
Rhizosphere	Bacillus	Marmoricola	-0	0	false	0.075	1	0.02	false
Rhizosphere	Bacillus	Opitutus	-0	0	false	0.045	1	0	false
Rhizosphere	Bacillus	DSSF69	0	0	false	0.055	0	0.01	false
Rhizosphere	Bacillus	Kallotenue	-0	0	false	0.005	1	0.02	false
Rhizosphere	Bacillus	Limnobacter	-0	0	false	0	0	0	false
Rhizosphere	Bacillus	Subgroup 10	0	0	false	0.035	0	0.01	false
Rhizosphere	Bacillus	Bryobacter	-0	0	false	0.07	1	0.01	false
Rhizosphere	Bacillus	Pedomicrobium	-0	0	false	0.04	1	0.01	false
Rhizosphere	Bacillus	Terribacillus	0	0	false	0.005	0	0.01	false
Rhizosphere	Bacillus	Novosphingobium	-0.05994996691	0.05994996691	true	0.815	1	0	true
Rhizosphere	Bacillus	Nitrospira	-0	0	false	0	0	0.01	false
Rhizosphere	Flavisolibacter	Herpetosiphon	0	0	false	0.075	0	0.03	false
Rhizosphere	Flavisolibacter	Noviherbaspirillum	0.1179063754	0.1179063754	true	0.945	1	0.02	true
Rhizosphere	Flavisolibacter	Streptomyces	-0	0	false	0.045	1	0	false
Rhizosphere	Flavisolibacter	Paenibacillus	-0	0	false	0.06	1	0.01	false
Rhizosphere	Flavisolibacter	Nocardioides	0	0	false	0.045	0.7777777778	0.04	false
Rhizosphere	Flavisolibacter	Rubrobacter	0	0	false	0	0	0.01	false
Rhizosphere	Flavisolibacter	Lysinibacillus	-0	0	false	0	0	0.01	false
Rhizosphere	Flavisolibacter	Deinococcus	0	0	false	0.23	0	0.01	false
Rhizosphere	Flavisolibacter	Rubellimicrobium	0.2317314874	0.2317314874	true	1	1	0.02	true
Rhizosphere	Flavisolibacter	Ammoniphilus	-0	0	false	0.13	1	0	false
Rhizosphere	Flavisolibacter	Geodermatophilus	0	0	false	0	0	0.01	false
Rhizosphere	Flavisolibacter	Ramlibacter	0.2871584791	0.2871584791	true	1	1	0.03	true
Rhizosphere	Flavisolibacter	Nibribacter	0	0	false	0	0	0	false
Rhizosphere	Flavisolibacter	Ectobacillus	0	0	false	0.115	0	0	false
Rhizosphere	Flavisolibacter	Neobacillus	-0	0	false	0.17	0.9705882353	0.01	false
Rhizosphere	Flavisolibacter	Planococcus	-0	0	false	0.065	1	0	false
Rhizosphere	Flavisolibacter	Acidiferrimicrobium	-0	0	false	0	0	0.02	false
Rhizosphere	Flavisolibacter	Adhaeribacter	0.04874362025	0.04874362025	true	0.725	1	0.02	false
Rhizosphere	Flavisolibacter	Bradyrhizobium	-0	0	false	0.005	1	0	false
Rhizosphere	Flavisolibacter	Solirubrobacter	0	0	false	0	0	0.02	false
Rhizosphere	Flavisolibacter	Metabacillus	-0.03606125842	0.03606125842	true	0.66	1	0	false
Rhizosphere	Flavisolibacter	Ellin6055	0.003672951283	0.003672951283	true	0.37	1	0.01	false
Rhizosphere	Flavisolibacter	Symbiobacterium	0	0	false	0	0	0.02	false
Rhizosphere	Flavisolibacter	Halomonas	-0.1017542233	0.1017542233	true	0.95	1	0.01	true
Rhizosphere	Flavisolibacter	Sphingoaurantiacus	0.0446914539	0.0446914539	true	0.68	1	0.02	false
Rhizosphere	Flavisolibacter	Arthrobacter	0	0	false	0.08	0	0	false
Rhizosphere	Flavisolibacter	Pontibacter	-0	0	false	0	0	0	false
Rhizosphere	Flavisolibacter	Blastococcus	-0	0	false	0	0	0.01	false
Rhizosphere	Flavisolibacter	Tumebacillus	-0	0	false	0.085	1	0.02	false
Rhizosphere	Flavisolibacter	Roseomonas	0	0	false	0.065	0	0	false
Rhizosphere	Flavisolibacter	Nitrolancea	-0	0	false	0.005	1	0.04	false
Rhizosphere	Flavisolibacter	CSP1-2	0	0	false	0.005	0	0	false
Rhizosphere	Flavisolibacter	Chthoniobacter	0	0	false	0.025	0	0.02	false
Rhizosphere	Flavisolibacter	Pseudomonas	-0	0	false	0.02	1	0	false
Rhizosphere	Flavisolibacter	Lysobacter	0	0	false	0.015	0	0.01	false
Rhizosphere	Flavisolibacter	Cytophaga	0	0	false	0.1	0	0.02	false
Rhizosphere	Flavisolibacter	Pseudonocardia	-0	0	false	0.125	1	0.03	false
Rhizosphere	Flavisolibacter	Archangium	0.0423421673	0.0423421673	true	0.665	1	0.04	false
Rhizosphere	Flavisolibacter	Cellulomonas	0	0	false	0.015	0	0.01	false
Rhizosphere	Flavisolibacter	Segetibacter	0.2229994281	0.2229994281	true	1	1	0	true
Rhizosphere	Flavisolibacter	Pirellula	0.0144228641	0.0144228641	true	0.59	1	0.01	false
Rhizosphere	Flavisolibacter	Actinomadura	-0	0	false	0.095	1	0.02	false
Rhizosphere	Flavisolibacter	Saccharopolyspora	-0	0	false	0.005	1	0.01	false
Rhizosphere	Flavisolibacter	Gemmatimonas	0	0	false	0.005	0	0	false
Rhizosphere	Flavisolibacter	Oxalophagus	0	0	false	0.005	0	0.01	false
Rhizosphere	Flavisolibacter	Devosia	-0	0	false	0	0	0.01	false
Rhizosphere	Flavisolibacter	Phenylobacterium	0	0	false	0.01	0	0.04	false
Rhizosphere	Flavisolibacter	Steroidobacter	-0	0	false	0.08	1	0.03	false
Rhizosphere	Flavisolibacter	Gaiella	0	0	false	0	0	0.02	false
Rhizosphere	Flavisolibacter	Halalkalibacter	-0	0	false	0.33	1	0	false
Rhizosphere	Flavisolibacter	Chelativorans	-0.08213365965	0.08213365965	true	0.895	1	0.01	true
