bootstrap_replicate	compartment	drawn_site_clusters	bootstrap_observations	edge_count	density	positive_fraction	median_absolute_partial_correlation	convergence_warnings
128	Deep	60	164	607	0.1920886076	0.5172981878	0.05430600083	0
128	Rhizosphere	60	164	598	0.1892405063	0.525083612	0.05299723516	0
129	Surface	60	170	599	0.189556962	0.5158597663	0.05102414031	0
129	Deep	60	170	607	0.1920886076	0.5074135091	0.05502072315	0
129	Rhizosphere	60	170	626	0.1981012658	0.5047923323	0.05359686002	0
130	Surface	60	179	579	0.1832278481	0.4905008636	0.05375676121	0
130	Deep	60	179	567	0.1794303797	0.5343915344	0.05397741941	0
130	Rhizosphere	60	179	603	0.1908227848	0.5008291874	0.05443232229	0
131	Surface	60	172	574	0.1816455696	0.4965156794	0.05145695536	0
131	Deep	60	172	604	0.1911392405	0.5099337748	0.05356560157	0
131	Rhizosphere	60	172	598	0.1892405063	0.5301003344	0.05313782239	0
132	Surface	60	169	574	0.1816455696	0.5	0.04873975326	0
132	Deep	60	169	605	0.1914556962	0.5123966942	0.05256070514	0
132	Rhizosphere	60	169	601	0.1901898734	0.5241264559	0.05503873021	0
133	Surface	60	176	629	0.1990506329	0.5087440382	0.04368963755	0
133	Deep	60	176	608	0.1924050633	0.5263157895	0.04916508011	0
133	Rhizosphere	60	176	601	0.1901898734	0.4991680532	0.05281975673	0
134	Surface	60	176	598	0.1892405063	0.5033444816	0.05200803655	0
134	Deep	60	176	609	0.192721519	0.5238095238	0.05538432482	0
134	Rhizosphere	60	176	631	0.1996835443	0.4960380349	0.0534566093	0
135	Surface	60	163	624	0.1974683544	0.5112179487	0.04390968252	0
135	Deep	60	163	612	0.1936708861	0.5196078431	0.05007867452	0
135	Rhizosphere	60	163	635	0.2009493671	0.5118110236	0.05120345216	0
136	Surface	60	173	571	0.1806962025	0.4991243433	0.05101995542	0
136	Deep	60	173	590	0.1867088608	0.5220338983	0.05139341211	0
136	Rhizosphere	60	173	619	0.1958860759	0.5008077544	0.04944696209	0
137	Surface	60	170	586	0.185443038	0.5102389078	0.04861075058	0
137	Deep	60	170	622	0.196835443	0.5144694534	0.05040555762	0
137	Rhizosphere	60	170	607	0.1920886076	0.5156507414	0.04862211468	0
138	Surface	60	176	597	0.1889240506	0.4958123953	0.04676221431	0
138	Deep	60	176	601	0.1901898734	0.5024958403	0.05318642732	0
138	Rhizosphere	60	176	591	0.1870253165	0.5228426396	0.05537966335	0
139	Surface	60	163	603	0.1908227848	0.4892205638	0.0508650383	0
139	Deep	60	163	602	0.1905063291	0.5398671096	0.05638015945	0
139	Rhizosphere	60	163	610	0.1930379747	0.5196721311	0.05503489169	0
140	Surface	60	165	588	0.1860759494	0.481292517	0.05239949603	0
140	Deep	60	165	603	0.1908227848	0.4825870647	0.0523343216	0
140	Rhizosphere	60	165	627	0.1984177215	0.5023923445	0.05061237064	0
141	Surface	60	156	626	0.1981012658	0.5063897764	0.04690673146	0
141	Deep	60	156	619	0.1958860759	0.4975767367	0.04759254961	0
141	Rhizosphere	60	156	620	0.1962025316	0.5032258065	0.05054407385	0
142	Surface	60	188	592	0.1873417722	0.4881756757	0.05405226996	0
142	Deep	60	188	598	0.1892405063	0.5117056856	0.05243465299	0
142	Rhizosphere	60	188	598	0.1892405063	0.4983277592	0.05333929291	0
143	Surface	60	169	604	0.1911392405	0.5066225166	0.04468443941	0
143	Deep	60	169	608	0.1924050633	0.5197368421	0.04687476225	0
143	Rhizosphere	60	169	586	0.185443038	0.4948805461	0.05012795115	0
144	Surface	60	172	614	0.1943037975	0.490228013	0.04982220032	0
144	Deep	60	172	609	0.192721519	0.5041050903	0.05280415171	0
144	Rhizosphere	60	172	620	0.1962025316	0.4983870968	0.05126376051	0
145	Surface	60	162	601	0.1901898734	0.5108153078	0.05182504213	0
145	Deep	60	162	574	0.1816455696	0.5191637631	0.0500646338	0
145	Rhizosphere	60	162	605	0.1914556962	0.5338842975	0.05584624544	0
146	Surface	60	159	632	0.2	0.4841772152	0.04669487554	0
146	Deep	60	159	584	0.1848101266	0.5102739726	0.05217851195	0
146	Rhizosphere	60	159	623	0.1971518987	0.4863563403	0.05141538337	0
147	Surface	60	168	602	0.1905063291	0.4950166113	0.05212679174	0
147	Deep	60	168	636	0.2012658228	0.498427673	0.05077585769	0
147	Rhizosphere	60	168	619	0.1958860759	0.50726979	0.05383422136	0
148	Surface	60	171	594	0.1879746835	0.5	0.04998685131	0
148	Deep	60	171	590	0.1867088608	0.5254237288	0.05426381139	0
148	Rhizosphere	60	171	625	0.1977848101	0.4944	0.05155694523	0
149	Surface	60	162	605	0.1914556962	0.5090909091	0.04720017085	0
149	Deep	60	162	608	0.1924050633	0.5180921053	0.05046862734	0
149	Rhizosphere	60	162	614	0.1943037975	0.509771987	0.04960156846	0
150	Surface	60	172	597	0.1889240506	0.4924623116	0.04865737522	0
150	Deep	60	172	630	0.1993670886	0.4920634921	0.05182401226	0
150	Rhizosphere	60	172	623	0.1971518987	0.5024077047	0.04701942877	0
151	Surface	60	172	569	0.1800632911	0.5061511424	0.05270985825	0
151	Deep	60	172	600	0.1898734177	0.5133333333	0.05307269374	0
151	Rhizosphere	60	172	610	0.1930379747	0.5295081967	0.04983574561	0
152	Surface	60	173	581	0.1838607595	0.504302926	0.05198878264	0
152	Deep	60	173	593	0.1876582278	0.5193929174	0.05542074762	0
152	Rhizosphere	60	173	624	0.1974683544	0.5144230769	0.0486054226	0
153	Surface	60	174	622	0.196835443	0.498392283	0.05264117736	0
153	Deep	60	174	624	0.1974683544	0.5080128205	0.05259149197	0
153	Rhizosphere	60	174	618	0.1955696203	0.5582524272	0.05488345715	0
154	Surface	60	159	576	0.182278481	0.4930555556	0.0511396798	0
154	Deep	60	159	611	0.1933544304	0.4975450082	0.04905289847	0
154	Rhizosphere	60	159	593	0.1876582278	0.5160202361	0.05231588076	0
155	Surface	60	174	600	0.1898734177	0.5	0.05007669087	0
155	Deep	60	174	599	0.189556962	0.5292153589	0.05152263073	0
155	Rhizosphere	60	174	625	0.1977848101	0.5008	0.04845522423	0
156	Surface	60	157	575	0.1819620253	0.5043478261	0.05520893462	0
156	Deep	60	157	627	0.1984177215	0.5263157895	0.05389281596	0
156	Rhizosphere	60	157	616	0.1949367089	0.4853896104	0.05214834443	0
157	Surface	60	173	592	0.1873417722	0.4983108108	0.05285934753	0
157	Deep	60	173	589	0.1863924051	0.5178268251	0.05552846759	0
157	Rhizosphere	60	173	642	0.203164557	0.507788162	0.04897937446	0
158	Surface	60	160	592	0.1873417722	0.5067567568	0.05213373141	0
158	Deep	60	160	613	0.1939873418	0.5106035889	0.0516172116	0
158	Rhizosphere	60	160	600	0.1898734177	0.4883333333	0.0529737983	0
159	Surface	60	165	559	0.1768987342	0.5169946333	0.05286661728	0
159	Deep	60	165	608	0.1924050633	0.5213815789	0.05244256011	0
159	Rhizosphere	60	165	620	0.1962025316	0.5016129032	0.04766020498	0
160	Surface	60	166	595	0.1882911392	0.4941176471	0.05189741381	0
160	Deep	60	166	614	0.1943037975	0.5342019544	0.049533616	0
160	Rhizosphere	60	166	613	0.1939873418	0.5301794454	0.04988376726	0
161	Surface	60	165	589	0.1863924051	0.5025466893	0.04804589841	0
161	Deep	60	165	621	0.1965189873	0.5265700483	0.05267335666	0
161	Rhizosphere	60	165	615	0.1946202532	0.5154471545	0.04926181036	0
162	Surface	60	179	602	0.1905063291	0.4916943522	0.04862377088	0
162	Deep	60	179	611	0.1933544304	0.5057283142	0.05258406667	0
162	Rhizosphere	60	179	596	0.1886075949	0.5167785235	0.05049838851	0
163	Surface	60	164	586	0.185443038	0.5	0.0500205414	0
163	Deep	60	164	577	0.1825949367	0.5112651646	0.0530524609	0
163	Rhizosphere	60	164	586	0.185443038	0.5136518771	0.05503237581	0
164	Surface	60	173	582	0.1841772152	0.5034364261	0.05166426879	0
164	Deep	60	173	592	0.1873417722	0.5202702703	0.05467460463	0
164	Rhizosphere	60	173	610	0.1930379747	0.5098360656	0.05184342197	0
165	Surface	60	172	585	0.1851265823	0.4905982906	0.05098464561	0
165	Deep	60	172	592	0.1873417722	0.5219594595	0.05528753669	0
165	Rhizosphere	60	172	565	0.1787974684	0.5504424779	0.05580735231	0
166	Surface	60	167	591	0.1870253165	0.5025380711	0.05454175678	0
166	Deep	60	167	603	0.1908227848	0.4892205638	0.0536373137	0
166	Rhizosphere	60	167	599	0.189556962	0.489148581	0.05394388813	0
167	Surface	60	167	587	0.1857594937	0.4974446337	0.05190360024	0
167	Deep	60	167	596	0.1886075949	0.5117449664	0.05532212996	0
167	Rhizosphere	60	167	633	0.2003164557	0.4960505529	0.04894705599	0
168	Surface	60	170	597	0.1889240506	0.5209380235	0.05001276498	0
168	Deep	60	170	606	0.1917721519	0.5	0.04888808871	0
168	Rhizosphere	60	170	595	0.1882911392	0.512605042	0.0523042381	0
169	Surface	60	172	642	0.203164557	0.492211838	0.04953982726	0
169	Deep	60	172	601	0.1901898734	0.5058236273	0.05053965379	0
169	Rhizosphere	60	172	619	0.1958860759	0.5185783522	0.05125166262	0
170	Surface	60	162	612	0.1936708861	0.4852941176	0.05082305874	0
170	Deep	60	162	632	0.2	0.5094936709	0.05007765802	0
170	Rhizosphere	60	162	612	0.1936708861	0.5114379085	0.04952726184	0
171	Surface	60	169	598	0.1892405063	0.508361204	0.05500879589	0
171	Deep	60	169	599	0.189556962	0.510851419	0.04989600391	0
171	Rhizosphere	60	169	600	0.1898734177	0.515	0.05420154261	0
172	Surface	60	168	615	0.1946202532	0.4926829268	0.05276696451	0
172	Deep	60	168	621	0.1965189873	0.5233494364	0.0541915959	0
172	Rhizosphere	60	168	621	0.1965189873	0.5024154589	0.0489208233	0
173	Surface	60	169	594	0.1879746835	0.4983164983	0.05047035038	0
173	Deep	60	169	606	0.1917721519	0.5082508251	0.05550440479	0
173	Rhizosphere	60	169	621	0.1965189873	0.4830917874	0.04995240064	0
174	Surface	60	165	586	0.185443038	0.4948805461	0.05067775257	0
174	Deep	60	165	617	0.1952531646	0.5186385737	0.05066687471	0
174	Rhizosphere	60	165	585	0.1851265823	0.5094017094	0.05321808396	0
175	Surface	60	172	599	0.189556962	0.5008347245	0.04994280784	0
175	Deep	60	172	628	0.1987341772	0.5111464968	0.04866782918	0
175	Rhizosphere	60	172	597	0.1889240506	0.4958123953	0.05248665406	0
176	Surface	60	180	596	0.1886075949	0.4848993289	0.05128976462	0
176	Deep	60	180	594	0.1879746835	0.5050505051	0.04891490867	0
176	Rhizosphere	60	180	591	0.1870253165	0.510998308	0.05321490056	0
177	Surface	60	159	617	0.1952531646	0.4910858995	0.05179465743	0
177	Deep	60	159	623	0.1971518987	0.5056179775	0.05325662511	0
177	Rhizosphere	60	159	594	0.1879746835	0.5101010101	0.05173325447	0
178	Surface	60	172	591	0.1870253165	0.5008460237	0.04749734838	0
178	Deep	60	172	624	0.1974683544	0.5032051282	0.04941505768	0
178	Rhizosphere	60	172	621	0.1965189873	0.5152979066	0.05078465622	0
179	Surface	60	180	606	0.1917721519	0.504950495	0.04639822197	0
179	Deep	60	180	599	0.189556962	0.5175292154	0.05406096307	0
179	Rhizosphere	60	180	615	0.1946202532	0.4926829268	0.05662955311	0
180	Surface	60	153	615	0.1946202532	0.487804878	0.04743399676	0
180	Deep	60	153	613	0.1939873418	0.5171288744	0.04962047458	0
180	Rhizosphere	60	153	611	0.1933544304	0.4860883797	0.05481070055	0
181	Surface	60	170	595	0.1882911392	0.4991596639	0.04884057452	0
181	Deep	60	170	606	0.1917721519	0.5297029703	0.05168678896	0
181	Rhizosphere	60	170	605	0.1914556962	0.5404958678	0.05144606958	0
182	Surface	60	161	601	0.1901898734	0.4875207987	0.04897143766	0
182	Deep	60	161	605	0.1914556962	0.5140495868	0.05052551037	0
182	Rhizosphere	60	161	617	0.1952531646	0.5186385737	0.04994697503	0
183	Surface	60	176	604	0.1911392405	0.5132450331	0.04922628524	0
183	Deep	60	176	606	0.1917721519	0.5330033003	0.05189157165	0
183	Rhizosphere	60	176	618	0.1955696203	0.5210355987	0.04891602634	0
184	Surface	60	171	606	0.1917721519	0.5	0.05271778689	0
184	Deep	60	171	617	0.1952531646	0.5267423015	0.05255658826	0
184	Rhizosphere	60	171	619	0.1958860759	0.5024232633	0.04916323856	0
185	Surface	60	175	613	0.1939873418	0.4893964111	0.04696417441	0
185	Deep	60	175	599	0.189556962	0.5141903172	0.05172943099	0
185	Rhizosphere	60	175	597	0.1889240506	0.5159128978	0.04877016239	0
186	Surface	60	172	567	0.1794303797	0.4814814815	0.05250605011	0
186	Deep	60	172	597	0.1889240506	0.4891122278	0.04914007123	0
186	Rhizosphere	60	172	639	0.2022151899	0.4992175274	0.0452237512	0
187	Surface	60	171	591	0.1870253165	0.5059221658	0.05143144494	0
187	Deep	60	171	611	0.1933544304	0.5122749591	0.04867408354	0
187	Rhizosphere	60	171	622	0.196835443	0.4935691318	0.05077289582	0
188	Surface	60	154	590	0.1867088608	0.5050847458	0.05043263477	0
188	Deep	60	154	623	0.1971518987	0.5345104334	0.05367125581	0
188	Rhizosphere	60	154	596	0.1886075949	0.5	0.04845734545	0
189	Surface	60	164	590	0.1867088608	0.5152542373	0.04948459389	0
189	Deep	60	164	623	0.1971518987	0.5216693419	0.05036314448	0
189	Rhizosphere	60	164	596	0.1886075949	0.5016778523	0.04956734916	0
190	Surface	60	155	581	0.1838607595	0.4853700516	0.05170359071	0
190	Deep	60	155	588	0.1860759494	0.518707483	0.05147426413	0
190	Rhizosphere	60	155	597	0.1889240506	0.5058626466	0.05129959733	0
191	Surface	60	178	580	0.1835443038	0.5189655172	0.04910988036	0
191	Deep	60	178	593	0.1876582278	0.5109612142	0.05350420013	0
191	Rhizosphere	60	178	609	0.192721519	0.5221674877	0.05111208656	0
192	Surface	60	164	623	0.1971518987	0.467094703	0.04972993187	0
192	Deep	60	164	604	0.1911392405	0.5149006623	0.05059299639	0
192	Rhizosphere	60	164	627	0.1984177215	0.4976076555	0.0500944882	0
193	Surface	60	169	573	0.1813291139	0.497382199	0.05451178131	0
193	Deep	60	169	610	0.1930379747	0.5131147541	0.04918310441	0
193	Rhizosphere	60	169	599	0.189556962	0.4958263773	0.05129639957	0
194	Surface	60	179	615	0.1946202532	0.4943089431	0.0524534638	0
194	Deep	60	179	620	0.1962025316	0.514516129	0.04833317293	0
194	Rhizosphere	60	179	630	0.1993670886	0.5126984127	0.0507355703	0
195	Surface	60	166	591	0.1870253165	0.5262267343	0.05050060489	0
195	Deep	60	166	616	0.1949367089	0.5178571429	0.05352886429	0
195	Rhizosphere	60	166	616	0.1949367089	0.5275974026	0.05065828911	0
196	Surface	60	174	587	0.1857594937	0.5076660988	0.05031998028	0
196	Deep	60	174	595	0.1882911392	0.5176470588	0.05489849551	0
196	Rhizosphere	60	174	619	0.1958860759	0.5137318255	0.05191229945	0
197	Surface	60	177	589	0.1863924051	0.5093378608	0.04810357839	0
197	Deep	60	177	590	0.1867088608	0.5271186441	0.05157937596	0
197	Rhizosphere	60	177	603	0.1908227848	0.5306799337	0.04879622221	0
198	Surface	60	174	580	0.1835443038	0.5051724138	0.05126452853	0
198	Deep	60	174	599	0.189556962	0.4941569282	0.04925371318	0
198	Rhizosphere	60	174	604	0.1911392405	0.5132450331	0.05389428309	0
199	Surface	60	160	602	0.1905063291	0.4933554817	0.04996322672	0
199	Deep	60	160	605	0.1914556962	0.505785124	0.05769219147	0
199	Rhizosphere	60	160	627	0.1984177215	0.5103668262	0.04666886377	0
