feature_id	control_profiles_present	biological_profiles_present	prevalence_score	taxon
2285e47e41eb49a2beb3a4e24eb43028	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.87
84082335179dacfcc270224684b178ad	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;1
8408c8c7f82685fdfd4e7e07c0b48b7a	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;;;0.6
84061e4f9b6ffe7af28bfae4d760c086	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;;0.64
8406887fb016db5b1f162e913c6bdea4	1	0	0.0188828	Bacteria;Chloroflexota;TK10;;;;;;0.96
8406f36d482835fd6a12601788686e9a	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;0.97
8404e90c6a4562a95dfd0615742ae27e	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;;;0.87
83fc2f31922904558d4ceece7c0e1fc4	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;;;;0.99
83f56b7c4ab1b6be77de04e162d7c110	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;;;0.97
83ed6de1ce6e602cb87b5262ae6ccbb3	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Microvirga;;;1
06941db7aa90cbe1edd2de9978992b1d	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;;;0.71
06961938c92cec93516226d635c011f0	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;;0.74
06961c0c5b10f10a485dfb8755680004	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Nitrolancea;hollandica;;0.61
85467112af8798f8a9c71951c21382e4	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;;;;;1
844dbf76540df295f428dea2294de8e5	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;;;0.71
843eb723e11aa074975593553a8884fe	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;massiliensis;;0.53
069d8187cd932f1f1ac0974e87d0606d	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus;;0.84
83e25a5c7d0e0c618ab4f75592aba7ec	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.98
83dad4e044213871cf5f298055fb5277	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Oxalophagus;oxalicus;;0.84
83d10337df9cbbc4b4bb2eb4f7ad9b9e	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;;0.78
83d25d0b4fa53f3d653c2d527bc855b4	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea;;;0.99
83cc0b8f6498e62715c5b7db43d8ac2d	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;;;0.91
83c66348f73ae3bc3984b5ab1883c588	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;espanaensis;;0.84
83bebc3b01bed567efeca1c57885e95f	1	0	0.0188828	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;;;;1
83b37bd0b160fb21a66d89b9144d660b	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;;;;0.93
83b3def3085313f989642964f8c2946a	1	0	0.0188828	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;;;;;1
83b52dfa7d67b2a5234f41f4bfc0eff5	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;1
8600076541d84e7abb13b2a2348448a8	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.95
869409db1603a59fd7cfffb13619d0d6	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;;;0.87
868e8734c04a9904a933142fc98c968c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;;;0.82
86909bdc94c0014ee0751c585e6a5236	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;;;;0.95
868cdda42d8a1722dcaeb8b35b5f968a	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;;;;1
868e0453eb1fe4e3d29e249cec914782	1	0	0.0188828	Bacteria;Myxococcota;bacteriap25;;;;;;0.5
8689e4a2f3c0798ae06f0ecb3c578a15	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.64
8683ef6a7bd1ffd9412bd10b4b4e0330	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;0.91
868435d4a52d4a5996d1e228f1464a4f	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;;;1
867cbd9e2ea37f18667c6c9f3b06ab8c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;;;1
22149935f5c239ccbe3e311505e51d50	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;;;;0.92
2214ddef193d4f28daa9921a63bb5296	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
2217eb31d0914242fdb38206beb49474	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;;;0.83
220ee2790e823873391e320fbd31155b	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;0.99
861368c23c4536c83186a8a130900d87	1	0	0.0188828	Bacteria;Bacillota;;;;;;;0.52
85fa96ef778dc31f29f739a541a5df09	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Chelativorans;;;0.99
85fa97b292d4474dabff8b4d6e6b4457	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;0.98
85f8386aa1932b12f28760bd2191a43e	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus;;1
85f37915af9853af6074e13737498ed7	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;1
85f4f8291c706d7a2fad8bd708bd6a1b	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;0.7
866d49a1072389dd9cafea98159f9f2c	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055;;;0.86
866758361f4ae3bb840e100a875b2e1a	1	0	0.0188828	Bacteria;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;Sandaracinus;;;1
8654e62cd11304e7b562f1fda169f9cd	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;phyllosphaerae;;0.5
8651c15b237a2fc6e107f2126aa27623	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;;0.87
864ec830bdf421781eaebfecbdfdc115	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.82
86478f7e17bdc31bb055bfd0348c9779	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;faecalis;;0.86
863ed6f6df4d2cfe203a946f11a5f355	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;;;1
863f797486a150eafbe1e4cc49cee5f9	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;;;;1
21ffaffc019c83b43c64a72465e501a8	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.99
86b11d10bddb29fc701e1bc8b0cbe387	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;;;0.82
86b12c67788dd0bd18422acd9bc98bae	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;;;0.79
86acf8b208da8c9ccfc9ab88310eb66d	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
86a8b3699f18eecd1d6df047022a7ed5	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Herbihabitans;;;0.75
86a5666274c5fe2a43dbcaec9947d835	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;mannanilyticus;;0.65
869972bcaab0edc02c16294237eefefa	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;;;;;0.91
869a0cedcc19c0a53dbf64d4bb32e0fe	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;;0.65
8693eda7d0517fb9ecc2e419ef0de402	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;0.98
86fc61d4da8fa46b81b8417cb1992c12	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Herbihabitans;;;0.7
86fc6e38669a73b3527e6d6f591a109c	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;;1
86fe864bdea6c9d55437a3f81d3f9a5a	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;;;1
220ab73591e74efae2424603a9ac5bd8	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;;;0.56
220c73f719943951aefaa103555bfb63	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.56
8638aefb9186160febf37089a81726c6	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
0bd9e95ea8262a9cccd750454c385c65	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;0.93
225fc8c96a9a06b877a1fda18116f002	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;;1
22625fa4d98b8795c06112641d618dd0	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;vireti;;0.66
225ce429b000d44f0a04651469e58e0d	1	0	0.0188828	Bacteria;Acidobacteriota;Blastocatellia;DS-100;;;;;0.9
867ef944405b46fbe7cbe125b4daf80d	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia;;;1
86780de75962c14635430f3742d06ba3	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Listeriaceae;Listeria;;;0.82
8670e0ed4b23bb4b25e25be27cc1d543	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;;;0.8
86718cb1813e45ad65df974eda3c2f34	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.69
866c0bdf19ba976ebc92ebbc29974e4e	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales Incertae Sedis;Nordella;;;1
067488f0b53b5c8d6236a0ff3bd2394d	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;;;;0.68
86d75939e9d6f823a9275977a99beb15	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;;;;;1
86222d52117466443f338dce97dc2a84	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;;;;1
86193fc3a660468f202f5c009aaabf39	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;;;;0.96
22556f6b78afdd2588379a23b1c4a0dd	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;;;0.92
8540db27f5fd9b6707266da5943f6697	1	0	0.0188828	Bacteria;Acidobacteriota;Subgroup 18;;;;;;0.92
853dab9129b5509645b866f7c6903510	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;;;;0.93
8532bfd2eb35dd0ef18299b121d7914a	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;;;;0.96
8533947c098ff1e0ebc456755612fa3a	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;;;;1
8528e45893a915d8a0f1a6b95935029b	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;1
068489dc9125237aef3f9dd337d7c245	1	0	0.0188828	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;;;1
85a0e3df6b3a21a562fddcb3ee763e45	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora;;;0.6
85a0c3e007fecfc21fc9b7d8062588df	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;;;1
8598710789d06917042f6ee4a155ec24	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;;;0.8
858a94c594f789026b7aa23a2bb40abf	1	0	0.0188828	Bacteria;Acidobacteriota;Blastocatellia;11-24;;;;;0.68
858ad99525add5e6970c2feac0e14262	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Crossiella;;;0.74
8586cd8647ccbb77b4eddfccc4fd26a7	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;;;;;1
858446bce33f4da72be24c962b636f17	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.94
85e7b4c15d6f0de11012a691f85c68a2	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;;;;;0.72
2243d4b0a73f6525683d8f5bb8dc4dd5	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.8
84f6791c3256c548c8f848a98891da68	1	0	0.0188828	Bacteria;Myxococcota;bacteriap25;;;;;;0.56
84ed12a58060bae8289a5e2966a31d5a	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;;;0.99
84ea5c00a891f7d06df6c2c436f5802f	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;virus;;0.66
84e68523481d1f31bc245f980509a277	1	0	0.0188828	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;;;;0.57
84e77d080a76e4a3ece0fbc5d1452f0b	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;;;;1
84e1f23901c8179109230fa5b0d773ad	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;;;0.67
84ddf523087f6e58befeac13d5bf7f86	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.96
84d6a05d010a3ed6fbc0cd41644a159e	1	0	0.0188828	Bacteria;Chloroflexota;Dehalococcoidia;S085;;;;;1
855ada3766fc06c51c1ef77261066692	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;;;;1
854e7dc1e0a104bef03755ac4747f1b1	1	0	0.0188828	Bacteria;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae;;;;1
854ad05b5f0bb3b7ce7392f9e31bceff	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Crossiella;;;0.67
854430d9f9615d2bd21090811bcce919	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;argenteus;;0.51
85fe6109e4511c03f7ee1504f5c672a6	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;;;0.79
8620b034b6b4d5b8d8404d68e0c3ea6a	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;;;1
85df84ba7ae9d1ba889739a5cb14cecb	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;;;0.93
85dab669512ff443671ec14014705123	1	0	0.0188828	Bacteria;;;;;;;;1
85d7d70c870688087c6b232493814c8c	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;;0.99
85d1bef78449f958f1f66342a6fc7dbf	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus;;0.52
85b91e70af6eb6d47bd8a54afd72b063	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;0.99
85aea38d2d00f0bfca8c5309619b06eb	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;;;0.94
8613d20a7737a794f2e84fbaaf820f63	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.97
86144f436962ac26abab4a5969f356b6	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceibacterium;;;0.91
8614a1a6a3306e21468861b31cd58e18	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14;;;0.99
860bf38175bddec0220e73b3b63fb625	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;;;0.99
8606ea25a9695f3c45c5ab79421d4873	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;1
86075132787cf2cd88e65c22eefbb7d8	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.83
83a186c630a9e9054011f253db22ba38	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Nitrolancea;;;0.94
22362bbcb3932e6cde31e109256bb214	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;1
222c858f3c217828ac5cf0eea4bbeef3	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
2227189496c944ac4f62d3ba7abeb26e	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;;;;;0.93
2291373dec7d1d63691e09682be47cec	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.97
0bd59f8d6b2c2aa1415511ac5e1fd6ee	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia;;;1
0bd7260061069edebb11f24f0fc7fb9e	1	0	0.0188828	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;;;;0.99
228ea365b2e42a88135548b0b4012d46	1	0	0.0188828	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;;;;1
228aedba5984ea5dca8c31993aa45d35	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;;;0.96
85700ce6f3dbe2c574873f4710351f98	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;;;0.69
8570cf646f6aa52b1db9e74f597a63b6	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;;;;0.98
856ea2a258bfb024da16e7f0d6c6560a	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;;;0.5
856f080e3942e4ce8a1ade91750a0446	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.66
85ecc0ce59c52817b6ccb1651b9718ba	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
812869c698d48627b6f83d61dcf60613	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;varians;;0.8
8154b62c7195db02a8949a0f84d98c3c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;;;1
8155aff5cd7a7963c0040684ea91828e	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
8149bf7237b6a34e092763d377687667	1	0	0.0188828	Bacteria;Chloroflexota;Anaerolineae;Caldilineales;Caldilineaceae;;;;1
81a15908fc9aaf83290df268b1872656	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;;;;;1
81a2319b3ef8e2f5bfd8ae68332ad89d	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Lacisediminimonas;;;0.67
81a257c9026a3f9ec3b209d4e232066c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Oxalophagus;oxalicus;;0.62
23010eb82b7e810ec79f7cf0853c78ac	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;;1
22ff57aa2edf0b1e3aa6c03793d1d980	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
22f7297bf800b2e9d0cdd6d4ce1ff775	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;vireti;;0.87
22f2b967e6470099103e19f44959e4c3	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;intestinalis;;0.75
81312fe44186ab08ad3fd97f966aeaee	1	0	0.0188828	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;;;;1
812c5bc0a7910c2707fbd41f11d964c4	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
812f23e256792ab729b52fc79d1a21e9	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;;1
8159e1fd854154c514717c5eff1e47d5	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.87
811fd0061ce5ccb71a82f7e8b7bd4f63	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;;0.8
811cf1791eb56d95df7640851fb22071	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;0.99
81158dbbf414e49d17ed991446c0c117	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.95
8115a76978a7cc64e3d76561df139111	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;enterica;;0.62
811a1610932a762299819ab1ab90e169	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.94
810e3df33c13e325d3ae49249771b6b0	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;1
81020d3c1cdd82f06114f16e39d269fb	1	0	0.0188828	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;AKYG587;;;1
816da1fced192a4cc8a799b4a26ad524	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;;1
81691a34d688e5a0b8fd3a726ba509a1	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
8169629ac6e385b4f3d91b7b6495fed1	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.87
8167f81c02c63f316532cd45975cb8e9	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;AKIW781;;;;0.88
80f03cab70c7dad21696b5e883a1d86f	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;;;;;1
80e7df294d4288dc6d2bdaccba356d80	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;;;0.98
233aee30611e02387d5683e573b0141d	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;;;;0.59
81cea588e3c5157ba731ef5aa08ef419	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Frankiales;;;;;1
81ccf6e3c74e5abcd7a8a5a28b067d5d	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;gregorii;;0.56
81cd512a95e5b57c314696863c856e82	1	0	0.0188828	Bacteria;;;;;;;;1
